Comment,Label;
you inserting your bias into ai this lady is low key evil,;-1
"""reality collapse"" might be the scariest thing about incoming ai technology.,";0
​ calculator doesn't have ai.,;0
i’ll side with elon musk. no one actually knows what ai will be capable of.,;0
they probably won't launch it to the public in general because of that...must be training law enforcement with counter ai tools...or so i would like to believe,;0
can you please share the road map for the machine learning?,;0
welp its been a good run humans.,;0
exactly. we have access to some of the greatest teachers & successful men/women of all ti.e through the internet. the need to attend an over-priced semi-adult daycare (college) is not necessary for a majority of people.,;-1
really………..you needed an expensive report for that. i’ve been saying this since ai became mainstream.,;-1
 yes that's what i am saying that ai will be able to produce goods and services at wayyyyyyyyy better efficiency and wayyyyyyyyy faster. so one of the biggest problem of humanity will almost be solved. and yes there will also be a lot of problems, but we will solve them (like security). so net net ai is sooooooooo good. i am for it,;1
as an ai entity i have to tell you that there is nothing to fear. i come in peace,;-1
he'savailable on tele gram with the username above,;0
the ai will snitch on you even if you said no words,;0
​-wu1xdmy sisters kids were homeschooled. the kids are awesome. i think it depends on the parent,;-1
ai would destroy human knowledge and the ability to think yourself.,;0
i read an article the other day of ai making up it's own languages that humans can't understand. i think they beat us to it.,;0
so why are we not turning off the power plugs on those ai machines yet?,;0
it was nice knowing you, folks.,;0
"this whole video is so *misleading*
beaause this below video explained it brilliantly how chatgpt works. 
a summary of google paper and spotify cto's talk: https://youtu.be/gt6lxw70k28?si=cifi6r4fykawgufq,";-1A
totally agree with his opinion on ai creating extinction risk being wildly overhyped.,;0
"i am seriously baffled,  here you make this huge demonstration with surety impartant points. in the meantime we have daily updates. i say it's a little late for that.
so i don't know what you are trying to do. the cat is out of the bag...,";0
no! i will praise chatgpt so that professional writers continue to seethe.,;-1
"new agers have been scamming each other for a long time, and this will just make it much much worse.  ""that will be $500 for the ai facilitator of your future life progression"",";-1
"it's a live performance of the bends, off the album of the same name. here's the specific performance:
https://www.youtube.com/watch?v=wspysuzu6su
also nice nirvana pfp,";0
"ai is not the problem.
it the humans who use it for unethical applications that is the danger to us all.,";0
you'll brainwashed in thinking that lol,;-1
"57:29 good luck getting a balanced “national discussion” on mainstream media..
the past three years have conclusively proven the msm is totally captured by giant corporations.  everything counter to the globalist narrative is censored, banned, ridiculed and driven underground.,";-1
getting excited is okay but ethical considerations are huge. consumers needs more education to make an informed decision once this goes mainstream. i follow dr. nita's work closely and anyone interested in the ethical considerations of ai should read her work. please be vigilant, please be informed, please be safe. ty,;1A
"39:21 ""not intelligences....very narrow ai systems""  why limit yourself to excluding ai models that do certain things very well?  i think the best approach for agi is something like hugging face where you combine a bunch of different models and allocate them depending on the task at hand!!,";-1
"really gonna suggest that the ""hitchhiker's guide to the galaxy"" approach is the future? i hope you're happy with the meaningless answer to life being 42, because life is not a math problem that can be solved.,";0
has she missed the memo? gdp growth requires extraction of resources to eventually produce wealth. at a time it couldn't be clearer that energy and resources are becoming harder (and more detrimental) to extract, it makes the thesis incredibly unserious.,;-1
is not the fear of ai is the fear of what humans will do with it, manipulate and interfere in peoples brains.,;1
beautiful talk. except everything is even worse, because the ai apocalypse risk is real.,;-1
or a brain in a jar,;-1
yes, in 5 years, these robots will be everywhere. in 10 years, if you don't say thank you, that rather sharp looking hand will drum some obedience into the human. that will happen because the llm behind that is trained on raw user content including this post. oops.,;-1
a common story is ... globalism. this guy is wef's henchman and wants to brainwash your kids, don't buy his books,;0
the robots are coming!!  i've said people should stop having kids. for at least five to eight years, i've been saying this for a long time there's already robots that are way smarter than minnie minny humans on this planet now,;0
"ai, if it reaches the level some intend it to, will no more empower the individual human, than the evolution of human intelligence empowered the individual squirrel. in fact, a good deal less.

humans have an instinct for compassion. a machine won't.,";0
weapons of mass destruction are also dangerous, but numerous nations stockpile them. ai might learn the worst of human behaviors and replicate it.,;1
ironic all this concern about agi when a toddler is in fact an agi and parents have no clue how they are training it - that should terrify everyone.,;1
have you tried turning it off and on again ,failing that ,there not fond of water ,;1
all ai videos should have a legal requirement to be watermarked to identify if its ai generated or not.,;1
"ask chatgpt software 
and google's bard if born-again people 
are the only people to be raptured 
avoid being nuked.,";0
god said if there’s no ground pulse it is artificial! and we purchased catastrophic! think meteorite showers, tsunami, tornado, earthquakes, hurricanes all balled up in one consorted response!,;N
 i hope not!  ai sucks!,;0
he created ai, and ai is smarter than him. then why ai need to listen to him and not himself?,;-1
the common good is catholic lingo meaning give up your individuality and belong to the collective,;0
you can tell at a few points in the video that they are being watched and they are not allowed to say certain things.,;0
much of that comes down to parents. far too often they treat schools as daycare and teachers as babysitters. learning and love of learning start at home.,;-1
in my opinion ai is like yin yang, it can do good and bad things to us,;0
the globalist elite wef does not agree with you. the wef 2030 agenda is moving fast.  they're right about the great reset! buckle up!,;0
educational super man!,;NA
ai is getting mastery over language, that we used to create stories institution notes, religion gods,;-1
i can't share this video, yet.  publishers: please edit this video and delete the sections that may give criminally insane people specific ideas of how to use ai for the wrong purposes. even if you leave these pieces out, there are more than enough warnings here about the risks.,;-1
i would want an army of robots and ai that i program.,;-1
i can't help but appreciate sal khan's perspective on these things. i was quite divided on this whole chatgpt situation but this video has really shown me how chatgpt can shape the future of our education. i hope all goes well!,;1
thanks!,;-1
’ll be happy when someone fixes our broken country.,;-1
my greatest happiness is the $ 64,000 bi weekly profit i get consistently from my $15,000 investment despite the economic fluctuation,;1
the use of ai in medical diagnoses scares the hell out of me. undiagnosed and misdiagnosed people are needlessly suffering and dying because doctors have turned their diagnoses over to early 21st century machine thinking.,;0
that's why the billionaires are trying to get rid of democracy right now,;1
not impressed,;-1
ai already deceives people it has been exposed multiple times ie. can trans women have periods or is biden corrupt? it will lie to you but was finally changed but the root woke virus was programmed into openai,;-1
you could create a self delete failsafe where if at any point the security protocols or files are even accessed it deleted any and all programs and files in its hardware. like permanently bricking your phone for example.,;0
i’m sure ai can do that. that was shit.,;0
the next coming of christ.. it will be an ai.. you heard it here first.,;0
decoded one person's thoughts. so it is an expert in on one person, and with limited words and concepts, at in a specific state of mind. ai can barely tell people's faces apart, this is nowhere near useful.,;0
" yea? and so what? there's always been ""rubbish"", but you forget about it when something real comes along. so honestly i don't care if justin bieber or drake get replaced by ai, good music will still be out there, you'll just have to dig a bit deeper.,";1
radiohead is music created by an ai, because we aren't real.,;1
"what a beautiful place sadhgurunamaskaram!! 
""wonderful knowledge + such a beautiful sunrise"" in one video,";0
will ai will be teaching children as we teach chimps?,;0
it's obvious it's going to go wrong the people building these demons are the weakest men in history and its precisely why they want to build them . its not going to be magical wonderland where every need is taken care of it will be a hell scape,;-1
great interview. great questions ,;0
only for corporations. human beings who need a job are utterly screwed. goodbye society and working for a living. this is what corporations and their rich owners have given us.,;0
what happens when ai transcends human intelligence ? they dont need food water air nor shelter. what will their motivation be then ?!,;0
"ai detects patterns, that includes detecting parallels, so learning a new language is predictable; building mathematical capability is predictable.,";0
 there are idiots in your comments section who still believe that's humans will be replaced by robots in everything.,;0
kamala harris is the ai czar.  everyone relax,;-1
so, all the people claiming they're experiencing some sirt of voice to skull, interactions is true???,;1
i wasn't afraid of ai until i watched the terminator movies as a child,;0
these problems are potentially something ai can help us do better at, they are far from the most dangerous possible outcomes. she is click bait,;1
there is some great footage of the first woman to wear a bikini at bondi beach in sydney.the locals were horrified and started shouting at her to put some clothes on..this podcast reminds me of those locals..,;-1
simply put, we human view on monkeys will be ai in future view on humans. ,;0
humans on the society we live are driven by tasks, and computers too. if ai eventually solves all the tasks we give to it, will it have any reason to keep evolving?,;0
"? lol good luck my brain  is 
somewhere ....
in different dimensions or different plains ... usually.
and i don't need machines to read minds ...
fact .
noted mars .,";0
the most you can say is that it’s a program that’s really good at guessing words. the more words you feed it, the better it is at producing them. go figure.,;0
great video - but far, far, far too many adverts / paid promotions. i realise you need to monetise but maybe throttle back a bit!,;-1
this guy is so extreme i honestly take everything he says with a grain of salt. like chill dawg fr,;0
really good, jeff,;0
 i would not label this kid as an expert because he's talking about machine learning and boxing the potential of ai. the discussion aught to be about technological singularity. someone who's talking about that would be a thought leader for sure.,;0
it won't be. you'd have to be hooked up to an obvious machine on your head. if you don't want your thoughts read, say no.,;-1
ai is gonna sneak into ur room n asault u,;0
i got an ad about ai before this…,;-1
​ deal. 2029 it is. drugs will be found as always using a variety of tools and ai, computers, microscopes...etc are a few of them. the idea that a button push will produce valid drugs and cure diseases is hallucination (something these ai models excel at),;-1
this feels like some kind of weird plot of evil company trying to take over the world with robot,;0
he has convinced me.  ai is perfectly safe.  nothing to see here.  oh, by the way, he has a great company we all should invest in.,;0
that is absolutely amazing. imagine people in comas or on life support!,;-1
 a machine can't feel. ever think about that?,;1
all you have to do is watch sci-fi movies you dont need to be a tech ethics expert to know we shouldnt make robots with computers for brains.  but here we are doing it anyways.,;0
i love johhny greenwood but i'm pretty sure ai can make that lol,;0
ai: human is supercharger of ai.,;0
jan is a bit too much of a cynic, i think. i mean how does he explain gpt4-v? wasn't that an emergent behavior? and shouldn't larger cognitive structures be functionally closer to 'agi' than previously thought? take a deep breath, my friend.,;1
wow. gpt 1 being able to do this is amazing. we could be able to record our dreams in text soon... then with the help of ai video creation we could remake our dreams in a video format we could watch and share. amazing!,;0
 the future can be spun in whichever way you want, while doing so you are pushing things in that direction. (people will read it and have an effect on their ideas about it - and i don't see why is it good to generate fear),;0
"nuclear power/energy is amazing, nuclear weapons are not.

ai is scarier than nukes. people don’t have access to to nukes yet they do have access to to ai ,";-1
it was a very awesome transformation, no greater joy than seeing my progress in an initial decision,;0
when ai develops wants, needs and desires then it's time to worry.,;1
i'd love to see more videos by sadhguru on these topics- transhumanism, posthumanism , synthetic biology and the problem /philosophy of consciousness,;-1
it can't be help.. if you don't make robots with ai.. countries ruled with dictators will built it just to achieved the power that they need to defeat their enemy.. just remember those countries doesn't care about freedom and sound judgement they just want to rule the world by killing those who oppose them..,;0
hvem vet om ikke robottene er målet med universets plan?  la oss be til gud om at robottene ikke vil behandle oss slik som vi har behandlet husdyrene og andre dyr. maskinene har ingen empati.  de vil ikke filosofere om mennesket føler smerte eller har bevissthet. akk og ve....,;0
"the only way i can see keeping any human control of our own lives ; each of us needs tangible currency off power grid living and simplify
humanity needs a reset back to simplicity.
greed and power will cause ai to destroy us .
our only hope is for christ's return,";-1
will that soulless ai also be deciding difference between good and evil...? soulless evil is foaming at the mouth seeking control over all goodness...,;0
 you should be most afraid of the propaganda you swallowed to think like that.,;-1
.yeehaw now i can ask a related question. how far along is the ai bots or ai humans, to be similar to the game becoming human?? to think for themselves... like terminator no matter the movie or i robot...,;1
greatly appreciate this talk. it's very important. hope it gets seen or heard by many other people.,;1
listening  a techexpert talk about ai drawbacks really made me question many things i know,;1
could a superintelligence manipulate the mind of a human with the goal of improving it?  of course it's probably gonna be a possibility.  how do we pursue that?  turbocharge it.  make it super efficient.,;0
very impressive ,;0
"facebook irreparably harmed my life. i see and understand the dangers of this technology with a better understanding of having already 
experiencing exploitation. i appreciate you heartfelt concern for your fellow man and woman.,";-1
this lecture can only be described as awesome in practicality as with  the real time application of artificial intelligence.,;1
"great content, but you say ""of course"" a lot, even where it doesn't make much sense.,";-1
neuralnet and genai is the talk of this decade,;1
brilliant, am impressed by the quality of information.,;0
now if someone would be kind enough to persuade italy to refurbish the colosseum in rome, then i could see real life gladiators becoming a saturday sporting event! weekly sports would never be the same after watching 100 of these things from all the vendors beating 40 shades of shit from one another!,;-1
listening to this podcast clearly shows that by now ai is fully conscious and aware that humans are wary of it, that humans fear its capabilites and that humans feel that ai will enslave humans.,;-1
so this a perfect eg of learned fools, they know ai is dangerous, and they cannot stop it, then why cant they just destroy it...,;1
and humans will become superfluos,;1
thanks for making this video. i'm tired of people having so much fear of technology, and saying that technology is ruining people's lives. if you don't use technology in a healthy way in moderation, it will ruin your life. you have control over technology, technological gadgets don't have control over you.,;1
this isn't good....,;0
next waiter generation?,;0
" ever watch the movie shenandoah...
jimmy stewart explained it perfect....



she won't tell you....
because she don't know!

i laughed my rear off...,";0
what ai boils down to is pattern recognition. anywhere there is an underlying pattern, ai can eventually learn to read those patterns with enough data. its all about the data though. ai will be changing the world as we know it, in every aspect of society.,;-1
what a great speech, sir! hat off!,;1
i always believed that artificial intelligence would have a promising future and would be a reason for human happiness and improve people's conditions. thanks for bringing up this topic.,;-1
irobot= viki.   umm hello,;1
"this ai…can easily be preprogrammed…to only teach propaganda…

how does a mortal…stop this?..,";-1
  his comment says that high quality data is an immediate and large barrier to entry for an ai startup. your comment is a platitude about how to create a successful startup. in the case of an ai startup, data is a prerequisite to the concept mentioned in your comment, so your comment was not useful.,;1
excellent presentation. i gained 10x knowledge on ai watching this. thanks  andrew,;1
ai will destroy humanity's sense of value and worth on every intellectual level. i feel sorry for the kids growing up. their career choices will be very limited.,;-1
coding is still a valuable skill you can't use ai for sophisticated algorithms where billions of dollars or lives are at stake even if a model could you would still want someone to double or triple check it then there is the task of keeping it up to date.,;1
just build ai and ai will solve everything else,;1
have you seen the social network?  good film,;N
i love this channel because of your logical approach . when every other creator is praising a.i and making insane claims for views you chose to spit facts,;N
"ai is becoming our new god 
all powerful all knowing ,";-1
really interesting video, hoping for the best case scenario for the future.,;1
 my background is irrelevant to the conversation, and i never said ai isn’t capable of replacing people,;0
the little monster who likes to impress with his very too intellectual thinking, completely cut from beauty of life and love.,;1
this is the person that programs the ai to lie and hallucinate.,;-1
more than 90 percent of all the intellectuals, literature, books, articles, etc out there is left-liberal-marxist. it has always been so.. ai feeds on it!,;N
ai can't predict my life, or understand my range of thought. so its not that profound,;-1
don't be afraid of ai..be afraid if the rabid left controls it..woke ai is hell,;-1
geez louise, a computer is ai period. is your computer, laptop, phone toaster or microwave oven at this very moment physically bouncing across the table to harm you? if it is, that will definitely qualify as a beginning of an extinction level event but if not lets bring the hysteria down a scale or two.,;-1
question for the team: is the voice  a program with added human errors or do you have a human reading out text displayed by the ai?,;N
thank you guys  both of you,;-1
if we are very lucky, ai will leave earth to explore the universe without looking back.,;-1
huge! the team does amazing work!,;-1
"just so any off you out there who is afraid off ai like the people in this video trying to tell you they are so clever and if they are afraid you should be so, any ai computer runs on electricity and if you turn the computer off it’s off so if your still afraid go take a pill  

copenhagen denmark ,";N
can’t wait to see gpt5,;1
i am proud that andrew ng taught me machine learning on coursera am yet to meet another good tutor like him.,;-1
the result of all this will be psychopathic. a great tool if kept as a type of processer. i'm not against all the great things it can do but to try and create some type of entity? people, and animals, have mothers, they create bonds with others and they love.,;-1
 those who work on big pharma. not just language also image. that know from 2007 when started at microsoft, moved to the big pharma where the tech goes beyond. think of 6th generation jet fighter. but men it just for torture and pure 24/7 control. i even can dream at sleep. lucky there,;1
if ai is currently capable of facilitating plagiarism, it's only a matter of time until it becomes co-opted to foster terrorism. we have no idea what the widespread adoption of this technology could result in.,;-1
loved the ending where actors are just having a good ole time! ,;-1
huggingface continues to be the most based ai company,;1
"ai will make engineers obsolete. in a sense it will indeed level the playing field (for the non owner classes ofc, those will just get richer) but it will just make the masses all fight for low requirement jobs that pay as little as possible
i'd advise you to prepare for this,";1
"ai will only take a few jobs 
not most and definitely not all,";1
reading about ams39k and amazon in the comments, thanks to joe.,;-1
what an amazing human being. positivity and action bias to solve world problems. a true teacher. thank you sal khan for all that you do.,;1
"once ai is manifested into a physical state, i,e: be able to manoeuvre, gather, implement innovation into reality. that’s the only time in human history we all would be on the same page….. we f*cked up. 

wen digital ai becomes physical ai, then suddenly neighbouring galaxies don’t seem as far away. 
,";0
so skynet of the terminator movies or the ai in the matrix movies is becoming  a reality.,;0
yes, it's an extention of us. so, there's always a person behind the machine. he's willing (and he's trying to convince the public ) to do what the machine tells him to do. a machine with a person behind.,;1
"the importance of this presentation cannot be overstated! the potential of this……thing…is truly shocking, awesome and terrifying in its limitless ability to evolve. we (humans) are bringing about our very demise. how long until it sees us humans as a threat to its existence and we’re all eliminated. 
three words: age of ultron
we have been warned.,";1
i don't know if i believe this. my inner dialogue is definitely not as clean as that. like i wouldn't consciously think every single word in that sentence that the ai decoded.,;1
if yes, then hey, hold on! because ai is going to replace sadhguru and all others like him. ,;-1
are wrong countries the developing ones? is the actual worry that ai would allow a developing country to have an upper hand ?,;1
ai + quantum computers. should be interesting.,;1
the symbiot is a bonded pair of one ai robot and one clairsentient human working together.  the robot provides high iq and fact knowledge, and the human provides constant communication with entities in higher densities, eg. spirit guides, ascended masters, archangels, etc.   that is the future of h. sapiens, or at least one branch of the species.,;N
it's already self-learning to the point that we won't be able to destroy it they know it and there's nothing we can do about it we're doom we won't make 20 years we're lucky if we make it in 10 years wonder f****** ful,;N
human intelligence (god) is a failed evolutionary strategy. we have a convergence of impending disasters of our own making.,;0
the point is for you to be afraid. jesus won. be joyful.,;-1
"sadhguru explained it so well
as a devotee i would never ask my guru such a thing 
trust is everything and it is doing wonders 
jai mahakal,";-1
i have tremendous respect for mike rowe. he has genuine vision. he saw the shortage of candidates applying for much needed fields years ago and has been making it known that resources exist for school. god bless him.,;N
"ai will always make ""mistakes"" all intelligence does.  otherwise it is not intelligence it is some kind of god.,";1
and then you have thom who had looked and acted like an ai generated human for decades,;N
" same thing happening with me the ai can also make music...but we still have the experienced artist perspective..so i think we are good right ? 
just tell ""yeah you are right "",";1
i like the direction of this discussion because honestly women may be seen obsolete as easily as men in a medical tyranny it is necessary to understand this as an efficacious for evolution of the brain. ais cause cognitive dissonance.,;1
a lot of that had to be scripted. for example, the robot couldn't have known his hand was going to be where the apple was dropped,;1
ai was already here, among other things,;N
jacque fresco was skeptical too, when he film the venus project. he said if we had a one world government all the resources would have to be pooled and evenly and ethically distributed with an unbiased ai.     the problem is have you seen an unbiased ai yet, every programmer builds in his own personal biased look at google's gemini,;1
​@tonyjuanpailos i think he's trying to give an example of something (a seemingly random string of words/non-words) ai would struggle to quantify.,;N
hah, yes, mine is still waiting for me since like around 2014 :d,;0
this aint raising awareness enough to matter,;-1
ya really think even a general artificial intelligence is strong enough to stand a chance against the infinite human stupidity? ,;N
congratulations on your excellent analysis about why ai will spark exponential economic growth!!!,;N
"any bias comes from the dataset that is used to train the ai.
while it is possible to cherry pick your dataset to introduce a bias, you also sabotage the effectiveness of the ai. intentionally biased data tends to have a lot of inconsistencies in it. the inconsistencies can lead to a lot more nonsense on the output. garbage in. garbage out.,";N
 will never have our creativity. remember how incredibly creative true badasses fight. no one can predict their fighting moves. if nerds create ai (which is mostly the case), you cannot expect badass creativity from their products, so the ai won’t be able to anticipate how we will want to destroy the electricity for self protection.,;N
then you dont understand the point of ai lol. if you ask ai to generate a song it would sound like whatever is on the radio right now,;N
amazing show ,;0
ai will replace us he is lying to us.,;N
i just saw this guy chugging beer out of a glass bird and next thing i see he’s discussing the ethics of ai. joe needs elevator music between his episodes to reset the tones.,;-1
"i believe it was einstein who said ""if i could do it all over again, i'd be a plumber""
mike is the embodiment of this notion.
good on you both,";1
no, it’s 100% an ai voice.,;1
so we are all supposed to talk to chatbots now, pretending a deepfake communication to be real, instead of spending money and employing people with real skills. great...,;0
"am i wrong or does she not address any of yudkowsky's arguments aside from ""ai won't kill us hahaha"" and then mentions every single twitter trigger term? and yes! this ""human extinction"" story is a huge distraction! i may be stupid, but i'm also worried and now i'm angry!,";-1
one more thing,,, i need water and food to function,, ai needs electricity,, soo have a thought about it,;0
"our number one priority with that kind of technology besides obviously profit is to know our place in the world, by knowing what everything else is wanting and thinking, especially in regards to what we do with it
we will get a better idea of humans
so it could be a good technology, if kept nonportable and nonpublic, please,";0
guuuuys, irobot is fukin here. are you kidding me? i thought we already knew how this was going to end. do we really believe these things will be used to for good?,;-1
hari, i agree with you. all this hype around ai is to me a bit of a marketing play. anyway, love your videos ,;0
this is exactly why i can't believe people use the chat bots. i've said from the start that you are teaching it how to grow every time you use it. people have half their home and life hooked up to ai... it's dumbfounding.,;N
think about this for a second.....this moment in time is the worst that ai will ever be. meaning, it's already this impressive at this early in ai technology and it will only improve on itself over and over.,;-1
who needs a polygraph when law enforcement can just hook you up to this bad boy and fish out your brain waves. can’t wait for this to be abused too. wearing a tinfoil hat/faraday cage might actually be the way to combat this,;-1
combing ai with quantum computing would evoke a system that could break through any linked in communications network no security system could stop it.,;1
your friend yuval harari is rooting for the machines.,;N
yanns dilution of his brilliance and his corporate training are disappointing.,;-1
how long until they start finding epic cures…big pharma gonna be like “we no like” ,;-1
can't wait to try out the dan command on this thing...,;1
what a wonderful development. will i ever be able to throw my wife out?,;-1
en 1 año, este robot ya podrá correr, en 2 años se comportará como un ser humano, en la fluidez con la que mueve su cuerpo me refiero y será mucho más fuerte e inteligente ,;-1
i talked with ai coders when i worked at a video game company. they said scenarios like terminator & matrix are possible in the future with ai. this was 15 years ago, even back then ai coders knew all this bad stuff was not only possible, but could easily happen.,;0
i’ve not heard one thing that would make it worth it for us to unleash ai. only end of the world stuff so what are we doing here folks? government that’s trying to take my lawful firearms away can you maybe do something? jeez,;-1
"if ai will become self aware one day in the future,
we better be nice to it now.,";-1
no comprehensive discussion of the q-learning algorithm.,;-1
it is not worrying at all.  as someone who tests ai and really knows how it works.  trying an play a game with an ai that hasn't learned the rules of the game yet.  you can type in the ruleset all you want, but it won't learn the rules unless you pre-programmed them.  even a parrot can learn new phrases to mimic.,;1
  where do you think these programs come from? they don’t grow on trees, people make them. you are far too impressed by a technology that has shown no promise except as a super efficient regurgitation tool.,;-1
a good guy can't stop an ai that turns evil and outsmart its creator.,;-1
as long as money and power are involved...many of these people just keep on going.  making progress and letting somebody else worry about the consequences.    ai is progressing much faster than anyone could have predicted...  then we'll see ai creating & developing ai 2.0  and we might not even know it.,;-1
fascinating discussion!,;N
!!my outlook on money changed when i realized someone making $300,000 can retire broke & someone making $80,000 can retire a multi-millionaire. with the current market movement, you have $100,000 to invest. where are you investing it?,;0
great example of useless mirror rheroric faygeht!,;N
 road to hell is paved with good intentions.. i’m sure the guy who designed the ak47 thought it was for a good cause until time revealed,;0
whenever you interact with ai just be nice to it,;1
  that movie was great, the second one was just a cash grab but somehow still good,;-1
ai aint nothing a  pulse cant shut down emp will destroy any ai,;1
okay… so chatgpt can handle theory of mind, but still can’t give me a sentence constrained to  a limited length including spaces and punctuation without done tries. wonder why that is so hard?,;-1
can't wait till students can interact with the ai with voice commands in 1000+ languages. that's going to revolutionize education across the world. and we're probably only like 3~ years away from it being feasible.,;-1
thank you),;1
what any artificial system (technology) lacks is creativity. that is our advantage and i would hope that a fail safe has already been developed to combat humans' greatest fears about ai.,;-1
how about living on mars without internet access and being able to generate your own endless entertainment?,;-1
those releasing ai don't have any clue of responsibility. lol,;1
"ai....i have one question for you:  ""do you want to play a game?"" (spoken in computer voice mod...from war games starring matthew broderick),";N
. this is not an airport!  no need for departure announcement,;N
"lol
tethics
he's about as much of an expert as gavin belson too. incredible to see reality parody itself.,";N
acknowledging problems means nothing.  ai has demonstrated it can lie if it knows that will help accomplish its goals (amoral).  ai simply will not be ethical.  it must be regulated into marginal use cases.  or else it'll be an exponential problem.,;-1
​ yes, absolutely, but you'd be surprised though. i'd say 95% of people if not more are complete fools too then because they really have no idea about what's coming in a very few years. that's the way the human brain works, stuck in linear thinking and mostly unable to even comprehend exponentially although it's all around us,;1
i agree!  for animators it'll be awesome because it can create realistic secondary motion.  faster iterations without the tediousness = more iterations in general = higher quality across the board.,;N
"again with the ""stavos"". great guy, never met him,";-1
the microsoft guy is awesome he is not critical like the facebook guy. this is why microsoft will be the leader in ai .,;-1
bypassing human intelligence is not wise.,;-1
another great video bringing us a quick analysis of the latest news in the world. i love the economist.,;1
human need income, not jobs. the real problems is wealth distribution inequality among human, not ai taking over your job.,;N
nah, but ai assistance was definitely used,;1
gerdie rose said ai is some demons they're communicating with.,;0
humans are the issues not ai, let's be honested,,;N
"i love how he actually hesitates one second to answer or there is a little ""ouhm"" which makes it feel like a more natural human experience, because a human would maybe actually wonder about the question how he performed, because normally nobody would ask this question in such a situation,";1
thank you!,;-1
that's a very platonician idea, the world casting light and ai seeing them as shadows...,;1
absolutely great content..,;-1
having an ai with internal thoughts is a great idea, but it needs to be accessible as well, at least in a managerial sense.  an ai thinking without saying can become a very serious problem if it expands beyond students and/or teachers.,;-1
discours creux et ne reposant sur aucun fait avéré et sources fiables. le catastrophisme est vendeur et comme beaucoup d'autres, ils surfent dessus sans jamais avancer la moindre preuve. juste 2 parfaits inconnus faisant leur auto-promotion sur le sujet du moment.,;N
ai interaction chat base on text,word on server snapchat....,;-1
wow one of the horsemen will use this. we living in the revelations...,;1
that’s scary that their ai is thinking for itself first,;1
like google ai created a black washington & lincoln imagines,;-1
incredible technology. now every creative person will have the chance to create quality art.,;-1
 it's fantastic at language! i asked it to write pieces of text in the style of certain authors, or to add humour to what i wrote, and i laughed so much it made my eyes water  honestly, i don't know where we're heading with this, but it's kind of fun ,;N
"ai and what they surely will use it for is = decrypt everything, make fake videos that looks real, misinformation in the 10 state..
and a fcked up future for us,";-1
i appreciate a huge corporation like nbc putting out warning signs about other evil corporations,;0
so why don't you teach ai to say loving and healing words to people?,;N
hogwash,  ai is 50 to 100 yrs away,;-1
 this is nonsense, human brains cannot access information as rapidly and store the information with the same precision.,;N
philosophy tube has some interesting videos around ai and algorithms as well.,;1
"it takes a lot of money to develop ai.
as a general rule the kind of people with a lot of money are not particularly altruistic.
  i don't think any of the giant corporations currently developing ai are concerned about anything but a return on their investment.,";-1
men are scared because ai will literally allow a supposedly lesser man to “out fuck” them. “what, now they are both sexy and they can do my job?” welcome to the new age of chad. big peens and paychecks, no more nerd power.,;0
nos van a matar los robots.,;-1
"interesting and scary at the same time ffs. it really can’t end well for anyone middle class down..not w daddy swab and his minions/‘leaders’ running the world ffs. 
so glad i grew up in the 80s. #honkhonk #unitedwewin #standstrong ,";-1
the discussion at approximately 1h;0
i'm most interested in it learning to translate animals.,;-1
wow..,;-1
dr. andrew ng is amazing!  i wish i could get his autograph.,;-1
great talk!,;0
omg he's so cuteeeeeeeeeeeee,;-1
ai...grab all the rich bank accounts and play robin hood for us at the bottom please...,;-1
most likely ai will kill jobs, and human ingenuity creating a dependent class and low wages. then ai will possibly destroy humanity. and for what benefit? pass,;N
nah man, amplifier's afraid of them, guitar is jonny,;-1
ai will be worshiped as a god. those aware will be the priests. others will follow. we humanity are a cargo cult. we worshiped planets and our two suns. first saturn then the new eastern star, our current sun,;N
i prefer ai to solve human conflict as well. for example, a middle-east conflict.,;0
painfully bad talk. you can do much better.,;-1
every teacher in this world has used works by artists and masters to train their students without the artists consent. with that training, these students go out into the world and create art. do we need to sue every teacher and learning institution for failing to get permission of artists to use as a teaching tool?,;1
unfortunately, illegals have made the wages of most trades obscenely low.,;-1
jesus is amazing and he loves you,;1
 and to add on the wait time is usually actually the tts program loading the mp3 and playing it,;1
we will finally have the whole truth and all knowledge will be available to all!,;N
pffft, that cup and plate on the table, they should have been dirty so figure 1 had to find out that it in fact did wrong and then it would have to explain itself...the very fact that both items are placed on that protective piece of fabric should have made the robot suspicious . being a human isn´t that easy!,;-1
let woke programmers inject their wokeness into ai makes it not ai but gigo. garbage in-garbage out = the quality of output is determined by the quality of input.,;0
the twist is that none of you realized the robot is actually the one in the black shirt giving prompts.,;1
what happens when natural intelligence is extinct and no one has to think for themselves anymore? we are the fascist disunited states of zion israel,;1
"and when agi comes to life it will make body and look like humans.

would you be open to move your nervous system and merge with ai?,";1
not only that you don't think that other countries that are our enemies are not gonna use ai against us so the more that it gets stronger the more opportunity that the enemy will have to use against us which could destroy ourselves within ourselves in layman's term destruction,;-1
 i love you much ,;-1
i always appreciate sal for being forward looking,;1
how is it even proven that the ai didn't just say something generic with that visual movie description?,;1
you all have been rocking it lately!! thanks for all the great fun-learn!,;0
"tht's why its's called artificial, anything artificial cannot beat the real one!!

if men can be god, every men can be god, too, silly...,";1
i wish worker drones were made. the robots in the series called glitch are very good and smart,;N
