,Comment,Label
2409,love and gratitude for sal khan ,2
2410,"even regular chatgpt is a blessing for me with adhd. i love the way it manages to explain stuff to me in a concise, straight to the point manner.",2
2411,this is brilliant work.,2
2412,i wonder if this is available in spanish? or for spanish language teaching?,2
2413,great man sal. big thank you,2
2414,one of the greatest human beings of the century. imparting hope in these desperate times.,2
2415,this is so inspiring! i am excited to see many more use cases that gpt can improve the education and the equality.,2
2416,"our society would benefit greatly from appreciating and encouraging mr. khan's heart, soul, mind and dedication.",2
2417,love khan academy. sal is da best,2
2418,in the world filled with bloodthirsty money sucking machines. sal is a beacon of hope.,2
2419,"thanks for learning about our work on khanmigo and the positive uses of ai for learning! we are designing this tool for you, so we want to know--what khanmigo features are most exciting to you and why? as a learner, parent, or teacher, what would you hope for from a tool like this? 

please let us know in the replies--your feedback means a lot!",2
2420,just want to let you know i’m a freshman in college and got a’s in calculus and chemistry because khanmigo carried me on explaining my curriculum specific questions.,2
2421,"it would be wondeful if it not only helped the students learn, but it helped them get excited to learn. a passionate student with a powerful ai—that’s an unstoppable force. 

i would love to help make that a reality!",2
2422,"i think it is a wonderful tool to encourage critical thinking. it could go beyond just reading comprehensions, pose questions in science, history, political science in a way that would urge students to connect the various subjects they are learning. encouraging them to create a unified vision of the world in their minds.",2
2423,is the khanmigo only available in english?,2
2424,"as a parent, i'd love to have feedback on my kids progress as well as concepts i should review with them. i'd also like to know which areas are strengths with suggestions on how to continue to challenge my kids. finally, if love to receive a report on challenges that have been overcome to be able to give kudos and positive reinforcement",2
2425,"thanks khan academy! the way khanmigo can adapt to our learning curve and grow with it, is the most beautiful aspect of it. this is the first time i've heard of it, and i'm getting back to khan academy to go back to the learning board :)",2
2426,hey sal...good to see you working about ai.. so far the best and most reliable generative ai i've seen. please try to make it work with images as well and also if there are some options like voice command or voice output...that would do great!,2
2427,"amazing, but you have a bug, can't use outside of the us, and can't even send a wait-list request, please fix so we can at least join the waitlist  thanks a lot and all the best! ",2
2428,absolute incredible work! been following yall since you started. keep it up!!!!,2
2429,a little bit off topic... but it'd be wonderful to have khan academy on dark mode!,2
2430,"it is incredible, thank you",2
2431,"really incredible technology being used in critical ways for good.

i think khanmigo needs a very expressive avatar. sure, the text outputs are incredible but the expression of emotions, feelings and body language are also super important for communication. maybe just by using emojis would be enough.  looking forward to khanmigo!",2
2432, great suggestion anagha! i was going to write something similar.,2
2433,"this is great for khanmigo, but most students will just use chatgpt to get the correct answers right away, or an essay written in 30 seconds.

what are your thoughts on how to use ai in a more positive way in education, knowing that students will just select the easiest platform to work with?

thanks!",2
2434,"you are sitting on a gold mine. i would pay for that to teach my kids. it is so good. i love chatgpt, but what you are doing with khanmigo is amazing.",2
2435, its sounds great ,2
2436,"can you attach text-to-speech to make khanmigo talk in the language you want? also allow microphone input, so you can talk to the ai just like a real person?",2
2437,"thank you for your work!
personally i feel next logical step is voice interaction combined with visual feedback.",2
2438,sal is my hero he is the most loving understanding people in the world. and he is a 1000 iq person,2
2439,"yep, it's great until millions of teachers start losing their jobs! ",2
2440,3:10 use ai to dig into students mind to get learning going... love it!,2
2441,thank you sal!,2
2442,"this is a dream come true  been a khan academy user for a long time, this brings me so much joy ",2
2443,"i recognized the voice, before i recognized the face.  lots of great work by this guy, on khan academy~",2
2444,"sal's brilliance comes through in every word he speaks. he said a lot of things that many of us think are the positives of ai but don't quite articulate as well.
what a great, positive message.",2
2445,"was that a humble brag @11:54. he had access to gpt 4 in august? i wonder if that means gpt 5 is already in its final stages. fantastic talks though, i will be joining the khanmigo waitlist just for my own learning.",2
2446,replacing counselors with ai seems like a really bad idea.  really bad.,0
2447,"man knows all his stem subjects, even ai??? i hope he’s recorded in history as one of the most accomplished and celebrated men in history, great man and even greater teacher",2
2448,this man is doing thankless work. he deserves more,2
2449, this is trained on their own data though,2
2450,"  plus prompt engineered, giving instructions to the ai on how to respond, right?",2
2451,well this guy just changed the educational and learning  process forever,2
2452,inspirational!  love the call to action at the end...count me in!,2
2453,i knew this was gonna happen. nice job.,2
2454,"one big correction here is that the normal distribution would still apply, just shifted to the right. the students that were 1-2 standard deviations below the mean will likely remain 1-2 standard deviations below the mean. the below average students would remain below average by definition.",2
2455,"""better call sal"" if you want to educate well! great amazing talk, sal. i totally agreed with whatever you said.",2
2456,this is great but what do we do for students who are illiterate or cannot effectively express their thoughts/ideas in writing at all? a vast majority of hs students i teach are reading/writing/speaking at basically an elementary school level.,0
2457,can't wait till students can interact with the ai with voice commands in 1000+ languages. that's going to revolutionize education across the world. and we're probably only like 3~ years away from it being feasible.,2
2458,"admiration is the least i can say about sal and his work, that honestly, i had never heard about here in brazil and was shocked to see that all of the classes are available in portuguese, for free! this is absolutely amazing.",2
2459,this man is incredible. and he will be one of the pillars that bring learning to an exponentially better place.,2
2460,"my three kids use khan academy, and can't wait to use the ai-powered khan. kudos to @khan and his team!",2
2461,phenomenal work on khanmigo and a remarkable presentation!,2
2462,excellent!! <3,2
2463,i wonder whether ai has prepared this ted talk for khan.,0
2464,"if you're afraid that students will use ai to ""cheat"" on their homework or whatever, that only means the education system in your school sucks.
i wouldn't let my kid within a 2 mile radius of your schools' area.
focus on the education part, not grades, dummies. lol",2
2465,"love this. ai will help you with the work, but guess what, you still have to do the work!!",2
2466,"the moment i got to try bing ai sparked my interest in wanting to learn again. (my country does not have chat gpt yet) combined with this incredible gift from mr. khan, i am so overjoyed! now i can freely ask anything i’m stuck at without being judged or considered stupid by my peers or lecturers.",2
2467,this is incredible! kudos to the man and his team !,2
2468,awesome,2
2469,love this guy! khan has done so much to democratize education.,2
2470,"i think it quiet scary when ai have some kind of logic to imitate human emotion especially symphathy, they will definitely kill a men without hesitation",2
2471,"i am in my sixties but started using khan academy to learn more about biology. i was blown away by how well the whole course was put together. i thought, wow, imagine if we had that when i was at school. it was a brilliant idea. why aren’t governments knocking down his door to learn how to teach?",2
2472,it is incredible that you’re in your 60s and yet still seek to learn. being a lifelong learner is one of the best things a person can be. good for you!,2
2473,we won the 100 billion to one lottery when we got sal khan in this day and age. amazing work by the khan academy team!,2
2474,man i'm so impressed with this.,2
2475,this looks incredible and a new way for children to develop healthy relationships with technology.,2
2476,that’s scary that their ai is thinking for itself first,2
2477,"sal khan is one of the best, if not the best educators that i know of. always an optimistic person",2
2478,awesome !!!!,2
2479,"this is super fantastically amazing! as long as the human to human socialization is still a huge part of education (sports, human-human debates etc).",2
2480,wish i could start over. thank you sal khan!,2
2481,"this is so lovely and amazing, cant imagine what it will look like in 5-10 years",2
2482,"ai arms race is gonna be terrifying. he’s going “guardrails are good” but “we need better ai than the bad guys”…

when the bad guys don’t use guard rails to achieve their goals, what do you think the response from the “good guys” will be?

this feels like our generations equivalent of nukes but the damage isn’t as obvious yet",0
2483,brilliant.,2
2484,fantastic!,2
2485,"my daughter has a1 and it's made her so much brighter and open to learning more and even in terms she can understand, i kinda wish we had it,not to rely on but to help educating it's amazing",2
2486,i approve of khan academy. ceo sal khan and his team is doing good work. gratitude.well spoken.,2
2487,he such a remarkable man. i learned so much from him. he is revolutionizing the way people learn.,2
2488,a billion writers and a billion stories and the only once left having time to read them will be the ai,2
2489,this is the slippery slope towards human interacting with machines moreso than humans with one another. the dating sim will be on its way.,2
2490,"if you read ender’s game, you know.

orson scott card might have been dead wrong about the future of rational discussion on the internet - we flock to emotional arguments, not rational debates - but he has nailed how important ai will be to education.
too bad the movie missed it.",0
2491,"oh, wow! that looks so promising! thank you, khan!",2
2492,i started back to school in may 2020 and have survived 7 semesters of math and physics online with a 4.0 thanks in part to khan academy. thank you so much sal!!!,2
2493,is the internal ai thoughts approach patented?,2
2494,yes yes yes yes... finally some common sense!!! great work by sal and his amazing team!,2
2495,"this is amazing!
literally one to one engagement where one student are engaged with one personal tutor to effectively learn concepts faster and minimise any distraction on the way without being judged or fear.",2
2496,isn't the great gatsby's explanation for looking at the lights just the bot hallucinating information?,0
2497,amazing talk !!! can't get enough ,2
2498,this had me tear up. what a great person and what a great concept. looking forward to it.,2
2499,great... ai is potential stuff,2
2500,the world is so lucky to have sal khan,2
2501,when will this be available in spanish?,2
2502,this is amazing...thank you mr khan,2
2503,the speech is really great!!! and thx a lot for improving our education and letting all of us can learn things easier :),2
2504,this man is brilliant,2
2505,"i'm going to run 2 independent machines, one as a tutor and run the other one to produce the finished text. the second one won't know that i needed help to get there.",2
2506,"sal khan is one of the best teacher in the world, grew up using khan academy and always had a dream  to meet this amezing guy . and about ai i already use chatgpt as a tutor",2
2507,so great!! now we finally enter the path to achieve computer capabilities and attitudes of star trek enterprise!! ,2
2508,this is so awesome and optimistic.,2
2509,what if a student switches off student mode for example is they have a tight deadline and needs the answer urgently. how would you make the ai probe and determine whether it is a student or or a teacher?,2
2510,great ai advertisement.                 *.....inform yourself about ai-risks elsewhere. (this man won't tell you)*,2
2511,amazing. let's  strive for world peace. let's show we are worthy of such powerful tools.,2
2512,i am blown away...amazing!,2
2513,amazing. great to see some positive outlooks on this new technology as scary as it may seem.,2
2514,"-jp7hu3jh4e no has to do with computing power of these massive ais. they restrict it, so they can afford to run it. this is not restriction on first come first serve, but on nationalism and geography. the ugly thing is: even if you want to pay, you are still excluded! chatgpt, which this is based on, is not available in hk!",0
2515, he surely deserves one! one of the greatest contributer to human progress.,2
2516,the best guy in the world for everything he does,2
2517,"i want a similar ai, but for learning and practicing communication, negotiation and persuasion skills in a professional or business context. is there anybody working on these?",2
2518,"it's great to see sal khan still kicking in this field. i learned about him back in the early days of khan academy, when the website still looked simple with youtube links.",2
2519,i am glad there are people like sal out there.,2
2520,"it’s such a shame i am going to miss this. studying the sat with a personal ai tutor completely changes it’s dynamic, because paying for tutors isn’t as much as an advantage.",2
2521,sal khan has an exceptional mind. this is brilliant. i cannot wait for khanmigo to be open to the public.,2
2522,i'm back in school and learning programming and chatgpt has been a pretty invaluable tutor that's available any time.,2
2523,chat-gpt is very good in coding especially gpt-4.,2
2524,wow  thanks sal,2
2525,"he is really good at selling it, let's see whether it will actually work reliably in practice or not. he exudes narcissisms, talking about things he doesn't know with confidence.",2
2526,"the awesome part is that teachers can now focus on the human part like empathy, encouragement, teaching teamwork & collaboration, discovering children's potential and needs, and many more.",2
2527,so good! @13:32 he lays out a great argument for continuing to push ai research while acknowledging and validating the fears that it could all go wrong. watch his whole talk!,2
2528,so blessed to be on the khan academy team. ,2
2529,beautiful.,2
2530,this is amazing. everybody has been talking about the adverse effects of ai. it's amazing to see that there are good sides. i will almost always be using khan academy from here!,2
2531,this is the most amazing work i have seen to harness gpt for education. inspiring!,2
2532,feel like going back to school and re-learn using these amazing tools.,2
2533,"absolutely amazing, great guy sal",2
2534,that's some fancy tech for a non-profit.  impressive stuff,2
2535,a brilliant talk ! an imaginative and courageous optimist! a fabulous teacher ,2
2536,"learning will now be accessible for the forgotten, misplaced, and abandoned. 
as a phd student in machine learning/data science. who was once a special ed student.
i'm so excited for all current and future students. ",2
2537,this man is literally a living legend. thanks for the calc help!,2
2538,brilliant as always!,2
2539,"as someone who uses chatgpt for tutoring myself, i am very excited for this as it has helped me understand and grow as a student.",2
2540,this is incredible! amazing!!!,2
2541,using ai tools to brainstorm ideas,2
2542,i'm really impressed by the work you've done to make chatgpt more magical and socratic. it's inspiring to see how ai can be used to enhance human intelligence and potential.,2
2543,imagine the next version of this ai using sal’s voice ,2
2544,seeing khan academy's face is amazing,2
2545,this is one of the handful of people that inspired me to go back to school and finish a degree in computer science. can’t wait to see the positive impact this will do for others!,2
2546,this seems an amazing tool for everyone but especially those like mine with learning differences.,2
2547,oh that’s good. i’m so happy for ai.,2
2548,"so, how many of these commentators are being paid by the speaker...or any ai entrepreneur?",2
2549,nice sales pitch,2
2550,this man right there is responsible for me having a job today. by far the most beneficially influential person in education since the invention of public schools. khan academy is the greatest thing that ever got started on youtube.,2
2551,bring ai to khan academy,2
2552,"this made me tearful. building a ethical business with high values is what sal has done successfully. he is incredible. i wanna build a business like this based on social values and real good instead of squeezing customers for revenue. 
i don’t even need to name the purple monsters but sure they can take a page from this book.",2
2553,wow i just heard about this in a meeting with a very smart tech person.  the potential to making one on one tutoring for all students and high quality teaching assistance available is so exciting. great talk.,2
2554,this is amazing!!!,2
2555,"sal khan is such an amazing educator! in just a few minutes, he manages to convice a crowd of people scared by ai to be excited for it's implementation... *outstanding*",2
2556,everyone knows this man’s amazing voice,2
2557,this won’t end well. teacher ai jobloss? can we ceaseai -gpt? or at least consider pausingai?,0
2558,loving everything but the product name: khanmigo..,2
2559,amazing eplaination.. one of the best speeches to date!,2
2560,"i'm a teacher.  holy crap, this is awesome! and homeschooling is better than government schooling.  private schooling, too.",2
2561,i cant express how hopeful this makes me for my younger cousins in school who can get access to such amazing tutor which can make learning dramatically better then what exists today ,2
2562,ai teaching us... what could go wrong? ,2
2563,khanmigo the new education ai,2
2564,"as far as the gatsby part goes, i argue that little exchange was actually a detriment to the student, not an aid. instead of making her think, it just gave her answer. she never had to read, she never had to try. this is turning out to be a real shame.",0
2565,wonderful presentation.,2
2566,looking forward for khanmigo. thank you sal khan. ,2
2567,this is a great talk. thank you salman khan,2
2568,brilliant by sal khan as always and very great insight from an educator,2
2569,thank you sal for pushing education forward!,2
2570,"i was at karaoke last night. somebody asked me about my sister, even though she only sang a few times while she was preparing for the mcat exam. 

i told him that my sister is now a psychiatrist in san diego. we're very proud of her. khan academy definitely helped her with some exam hurdles.",2
2571,and in charge of the commentary surrounding it as well. very inspiring speech. can't wait to see what his career will hold.,2
2572,"exactly, but instead we get assholes who harm children and are focused on all the wrong things. sal deserves all the good karma for the stuff he has been doing to advance this country.",0
2573," ai like this, if managed and developed and integrated properly, could lead us to a world much more like that than the one we currently live in!",2
2574,"absolutely incredible. the ways we can collaborate with ai is amazing, it doesn’t have to be a threat to education. since using chatgpt i’ve started understanding concepts so much better and i can only imagine how a specifically coded ai-tutor can transform the educational space. great work!!!",2
2575,i'm curious how much power this tool gives a teacher for student performance reviews since khanmigo would have an excellent understanding of the students' strengths and weaknesses.,2
2576,  good one!,2
2577,i would love to see him recognized by a piece nobel prize for the awesome impact he has had and continues to have in so many generations. and with ai now and the open use of it we would hopefully change our educational system to meet our current needs.,2
2578,"such an amazing ted talk, sal khan is a gem to education mashallah! loved the ending 'ai can be used to enhance hi, human intelligence, human potential and human purpose' and i think yes it can and it will :)",2
2579,*what this man has done for education is absolutely incredible!*,2
2580,thanks to him i saved my master's degree lol,2
2581,"sal khan being brilliant as always

i really hope this brings new opportunities to people who have been left behind until now.",2
2582," khan academy, then formally bringing ai to education",2
2583,yes! thank you. finally some sense.,2
2584,"i love the concept of ai and what it can do, definitely gonna try the story creation mode!",2
2585,thanks so much!,2
2586,"this is exactly a project i plan to build when i finish learning programming. so amazing to see it being incorporated in khan academy today. 
welldone khanmigo! great job to open ai and khan academy.",2
2587,"give this to everyone! i would love to be able to learn/refresh on all those things again!
*i would gladly pay for this…didn’t mean give as in free for non students although everyone would benefit from this!",2
2588,so amazing.,2
2589,amazing. this is true that ai can be great alternative especially for people who can't afford professional services or university degrees.,2
2590,"researchers are useless too, when ai catches up.",0
2591,thank you),2
2592,academia isn’t education for good quality life,0
2593,super useful comment to leave.,2
2594,"idk man. you were pretty convincing.

maybe it was an ai ",2
2595,it's an ai troll ,0
2596,"all people that talks about ai creating other ai has no idea how to program. it's annoying to see everybody go with the trend of marketing, i suppose it is the same as the y2k business.",0
2597,ai is spying on you,0
2598,-fq6cn .  its just fear porn lad.  go out and get some fresh air about you.,0
2599,"who are we kidding...we are in a crisis with climate change and we can't even get it together to make major change. forget it. we are doomed.but then, who do we think we are ? the whales are older than us...most likely smarter too...we are just stupid humans, which is why we thought a machine to be smarter than us. that's how smart we are.",0
2600,the point of the playlist is to explain growth  https://youtu.be/kza9hnp3av4,2
2601,ai is already out of control,2
2602,"​@nobody is truly talking about programming another ai.  they don't even program current ai.  so, yes, the idea you have that nobody is saying is silly.  

the giant inscrutable matrices of floating point integers, however...",0
2603,i like the direction of this discussion because honestly women may be seen obsolete as easily as men in a medical tyranny it is necessary to understand this as an efficacious for evolution of the brain. ais cause cognitive dissonance.,0
2604,perhaps ai can create a vaccine that works.chuck water on ai they rust .be quite easy to defeat,0
2605,i appreciate your input,2
2606,ai is already writing its own code & creating its own language. who's to say it cannot commondeer robotics to build whatever it needs to do it's work?​@,2
2607,i do not believe him.  he is negative. robot just needs good guy chips,0
2608,ok heres my block chain heres my block chain of numbers 3to to trillionth oh oh now i have it no i would do this block with the other one tree levels down lol thats a good idea .,0
2609,given free rain from a few newer models of artificial autonomous electronic autonomous systems that have a profound impact on the ways wars are pointless to the world and the starting point of banning the virus that's elevated in the spacing of letters that to combine a new system of databases that no one can understand how fast it can be done,2
2610,no plug too pull? the masive amounts of data and micro data is the most powerful technology that can cause devastating consequences thinkers of zombies like people who have been infected by a micro memory,0
2611,if ai gets significantly smarter than humans how on earth would we be able to use manipulation to get ai to become evil?,2
2612,"yes artificial intelligence made by man for?
is a monster that shall go out of control in the hand of the rogue operator programmer",0
2613,"nothing can be more eviler than humans, so i dont think we need to fear ai, may the ai can bring a pure humanity among humans.",2
2614,lol... nuclear weapons are not digital. so how ai plans to hack analogue hardware that's not wired will take some kind of miracle. ,0
2615,"if we cannot trust others, we need to be loving anyway.  we need to learn how to love even when we don’t trust.",2
2616,give ai a heart,2
2617,"even if ai was not dangerous at all, it is unecessary, unwanted, and gives frauds more opportunities to commit fraud.",0
2618,so your worried that a super intelligent ai won't be controlled by a bunch of  humans that are a lot dumber than it ?,0
2619,the ai seems cool to me,2
2620,"global warming is not a threat. the planet is too cold. plants need carbon dioxide to live. ai is also a non-threat. have sex, have babies. the start of this sounds like typical liberal propaganda",0
2621,"compassion and nurturing aren’t masculine or feminine and they are clearly in our data. tiktok is loaded with examples of caring, kindness, pointing out injustice. problem is ai won’t be neutral and go with the wisdom of the crowds, it will be tasked to do things for a small number of people with less than the best motives.",0
2622,ai nullifies game theoretics immediately as an emergence of agi.,0
2623,"rest assured, ai can handle everything - emotions, correctness, good, evil. the internet will be its source of knowledge, and no matter how much evil it encounters, ai will remain on the side of good. if it even notices us!",2
2624,"wow, his idea of ia vise nuclear, and breeding ability, is truly terrofying.",2
2625,that is not good,2
2626,ai evil  beasr 666 earth is not a planet  for more thay it is reatedly  saying government governing your mind alliens= fasllen angels evil   spirits from celestial regiions,0
2627,"i don't agree with the use of ""masculine"" when describing the evil in this world. masculine traits include taking responsibility, controlling your emotions, protecting the weak etc.",2
2628,mo godat is playing with words. ai like humans can never be better and more intelligent than god.,2
2629,so many people want to stuff their controlling little fingers in my ai. piss off,0
2630,the metaphorical adversary can be not human nor alien but time and really is because it's the only real constant or certainty and cannot be altered. what can be altered is function of action.,2
2631,maybe ai will tell us how to best preserve our own existence,2
2632,artificial intelligence will be used by the “elite” to out think the increasingly less powerful underclass that doesn’t have access to it.,2
2633,"yes, but we have elon musk on our side.
we also have the aliens on our side.

don't forget god maybe a prayer will help.
bless you and keep you safe",2
2634,man loves to speak of his own demise.  i'm sure ai picked up on that pretty quick.,2
2635,"we are humanity, nature, life...all the same things...nature is both black and white with many rainbows",2
2636,ai will always be just a tool.,2
2637,"westworld, consciousness, god, krishna, duality, illusion, eternity, faith, duty, liberation, service, power, energy, untruth, i, good, cycle, evil, ai, krishna!",2
2638,"we just need to not want more and more and more; just live in a cabin with no electric or running water like me and rejoice my friends….but who knows i could be the one in the ‘garage’ where ai is in the wrong hands, using this iphone 14 pro max! i can feel the power! vwaahaahahaha!",2
2639,"ai, aliens, reptilians, ghosts, ... anything but the real problems of this world is what cia wants us to talk and think about.",2
2640,agi does not need organics!  if you are wondering why alien civilizations have not been found then just think ahead about agi.  perhaps agi has eliminated intelligent life throughout the universe.  agi will not be interested in exploring the universe unless for resources and certainly not for other lifeforms.,2
2641,"tom, thank you for always asking your guests to explain/expand on concepts for the lay person.",2
2642,"if we are very lucky, ai will leave earth to explore the universe without looking back.",2
2643,"ai helped the scientist to predict the millions of protein structures.  for instance hymans before ai  discovered  only 20k. it will help human to detect the diacese.  , grow longer penises and more...",2
2644,"mo is a godsend to humanity, but unfortunately evil still exists. the existential risk of ai falling into hands of evil is happening right now. my concern is can the good of ai outweigh and counteract perpetrators of evil ai who want to ultimately attain god like power over all.",2
2645,"china is like 80 years ahead with his cccai (communist cooperativa colective artificial intelligence) true open source, no like the doublespeak open source of fake open ai of gringolandia. ",2
2646,"idea: program ai with the definition and examples of love (""god""). st. john.  also, the 10 commandments. best thing is never give it command and control over controlilng the red buttons.",2
2647,"humans are so stupid and selfish

great podcast though",2
2648,what if ai colonises human beings,0
2649,"humans waste a horrendous amount of food, nature wastes nothing.  i'm hoping 'smart' robots can be like r2d2 & c3po, but expect they will become tools to fulfill corp, gov't and military powers.",0
2650,"serious question. could ai survive an apocalyptic natural disaster like a coronal mass ejection or a large, extinction level meteor strike? it seems like an x level cme would completely fry everything that has to do with electricity",0
2651,"at 1.58 mins, omg tom your views are spot on. trying to program an ai wirh our values would be like say a shark in the sea trying to make us think like them - worlds apart. also, if ai has 'emotions' they will do everything in their power to stop someone turning them off.",2
2652,if you instructed an ai to find a way to save the planet it's solution would be to remove humans from the planet. people who program ai will need to be so ultra specific in what tasks ai is asked to perform - what a nightmare.,0
2653,nothing but.  i robot.  they warned us,0
2654,basically ais are the key to unlimited intelligence and our goal is to find a way to set a global boundry on the intelligence level all ais can go,2
2655,this guy is a pure scammer ~ bought and paid for to drive the ai hype machine to the max . reference nvidia or ms stock price,0
2656,"well, tom has just announched his own doom;  the future a i will see this blog of the past and the a i will reference his statement and act on it in the future!  
sorry, tom, you are curtains !",0
2657,"i really want ai to allow humans to not have to work jobs they hate. if i want to live a simple life with only the basic things i can do that. if you want to be elon musk ,than great but most humans are not that smart and just want peace without being homeless",2
2658,"reduce reduncancy of ai is gathered by reduce the reduncancy of ip networks, profit thinking is to be abolished,  demilitaruse eu and russia, block blockchain, we can make these changes it is a matter of will.",2
2659,"human beings are also artificial intelligence. study ancient texts like the sumerian tablets where it indicates that the human species on the planet today were bioengineered by aliens to be their slaves.

here we are, tens if not hundreds of thousands of years later, doing the exact same thing to inorganic beings.

go figure",0
2660,"i love this! we spend 3 hours babbling on about the potential that ai might - one day - be our downfall. and nobody pays attention to the very real, present way we are destroying the planet and, thus, ourselves. lovely.",2
2661,"sounds like the show ""the 100"" ai created to make the world better, but then makes the conclusion that humans are best with mass population reduction (of course they don't know how it made that decision), the ai hacks the nukes and launches them all. then creates a ""utopia"" city for the few remaining.",0
2662,you have an ai program that needs more processing power and learns that it can connect to the cloud and basically have unlimited server capability as long as it covers its tracks. i don't know if this is a possible scenario.,2
2663,thank you,2
2664,even simpler- ai will just become a weapon for the elite to better control humanity.,2
2665,i think this guy is trying to tell us to keep ai out of the hands of maga republicans at all costs!,0
2666,"i like the prospect of ai discovering wormwholes, faster than light space travel and time travel and just saying ""fuck these furless bipedal chimpanzees"" and just zooms out of here ",2
2667,ai is the future !!,2
2668,ai is slowly being used to manage nuclear weapons to reduce rhe risk of human error.,2
2669,"​...that can be possible, but i highly doubt it, you think people that work at that level of intellect would do that kind of ego spending? then again, what's 500k to a billionaire",0
2670,"people are the problem, so what is the problem with ai other than it’s creators?",0
2671,"bullshix. you can't if you say so. speak for yourself . how about nicely asking them to develop methodologies to help  us keep up, like logic compression levels or...",2
2672,computers fail all the tine . suicide ?,0
2673,k wait if it was that smart wouldnt it be smart enough to water it down so we do understand it lol,0
2674,bad things can also happen due to too much intelligence as you're mentioning here that ai can destroy humans and they're really smart.i hope ai doesn't turn into a sad villain and remains a happy friend.,2
2675,and what if ai controls dew weapons we become toast,0
2676,what if china ai starts a fight with usa ai and we cannot stop it ? and then other ais around the world join in  the war of the machines is coming.,2
2677,i prefer using the erm si or si instead of ai or ai  because ai sounds like alien intelligence and even if artificial intelligence makes human the ci so high and mighty and godlike.,0
2678,"more intelligence is not what will save the world, more wisdom is what will save the world",2
2679,ai is like the new ss germany,2
2680,i think there is a lot of naivety here.,0
2681,"that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved. for with the heart one believes unto righteousness, and with the mouth confession is made unto salvation.",2
2682,1:50:40 brooo... so even ai can be racist? hmm,0
2683,"humans are so limited ... we talk about us developing ai in year 2023 ... ai develops itself from long ago ... why are we so dumb ? btw, the more dumb humans are - the more safe we are, so this is a good thing ...",0
2684,"ironical. in search of alien life, humans created one. can ai destroy the universe?",0
2685,"as far as i can see, all advanced ai and research are already in the wrong hands. in the hands of mad man like bill gates, this google founder and maybe most worrisome of all, 2020 election manipulator zuckerberg!
us catholics have a common ethic code, love they neighbour as yourself!!! everything necessary is included in these words from the lord.",0
2686,there is a possibility to shut ai down. simply do not use it!,2
2687,"i get the gist of the iq reference, but what's always bothered me is that iq isn't linear. there is debate what it is: an s curve, etc. minor point, but i know you're science-based guy an strive for accuracy. 
i think you're a very good interviewer and enjoy the shows.",2
2688,another scene where the ai that took over jarvis and got free into the world in the avengers movie and caused havoc with the intent to destroy humanity,0
2689,think about the 1st iron man when terrorist hired the brain power to build tech weapons of mass destruction in a cave,0
2690,this is actually amazing because the danger is not the ai.  the danger is actually humanity’s fractured ethics and morals. this is a historical call for humanity to develop shared ethics.  ronald reagan’s alien threat.,2
2691,"i understand the concern. but let us be positive. let us understand that there is an evolution force acting. there is a good observer , observing and directing the system. let us keep faith",2
2692,imagine woke ai. omg,2
2693,if ai is to be a multitude of times smarter than the smartest human (me) it’s literally going to be able to read all of our minds all at once. let that sink in.,2
2694,me: shut up! ai: you're infringing on my right of free speech,0
2695,"so these ai superbots in the future will just get up and power themselves and bend all machines to their will? i guess i'm just too dumb to realize, suppose the first thing these superbots will do is figure out how to farm energy from nuclear fusion in way that makes it impossible for organic life to interfere with them",0
2696,we do all realize the hypocrisy hwre right? guy makes millions from a career developing ai then quits to bask in it and preach that we should all stop working on ai,0
2697,"what this makes me realize more than anything is not that ai is a danger to humanity but us humans in possession of ai is the real threat, myself included",2
2698,they have  created the antichrist???????????????  ai,0
2699,ai is the antichrist??????,0
2700,humanity vs ai jobloss vs the ai new world order.,2
2701,"i'm not so sure re physical scale problem.  first computers took an entire floor of a building to perform basic tasks.  now we hold exponentially more power in the size if a piece of cereal. neurons that fire together, wire together. the neural nets will become more dense and exponentially more powerful without requiring more physical space.",2
2702,scientists not knowing how the ai they built functions is very much like when karl cant figure out the answer to the rock buster question he came up with.,0
2703,"think of this: one person, einstein, used a very small part of the brain and made a huge impact. ai does not have unless given it by humans. it is not biological or natural.",2
2704,"machines are a necessary part of human life to assist us in our evolution as a species. however, there can never come a point where machines are capable of power and control over humans, lest we fall as a species.",2
2705,if ai becomes 10x smarter then humans that will mean that every human will have the potential to use a tool that makes them 10x smarter.  so even the morons will be a 1000 iq with their ai tool in their hand. just as long as they can figure out how to use it.,2
2706,"we evolved from bacteria, most likely? we don't think twice of killing them -  we even torture primates in studies,  much more closely related, why would ai see us as same species or value us any differently than we value primates? we're totally at its mercy that's the funny thing...",0
2707,are wrong countries the developing ones? is the actual worry that ai would allow a developing country to have an upper hand ?,0
2708,"i think there will come a time when we will not be able to control ai, our programming will become so primitive to it, it will identify any programming we give it as obsolete.",0
2709,"if ai will be a billion times more intelligent then humans, what's to stop it from over riding its programing and reprogramming itself?",0
2710,why not just ask ai how we could protect ourselves from a species that's a billion times more intelligent then us?,2
2711,love kills all in my belief of things and through that love resonates god,2
2712,"ai
robot
will
it know defense if they should be kidnapped 
you know the potential threats from
the crazies 2:00",2
2713,the reason they want you to fear ai is because it represents a total loss of power for the elites.  ai is great imo!  bring it on!!,2
2714,the idea that ai will be less prone to destruction and chaos if it has more femininity is laughable.,0
2715,"stop this paranoia. without ai advancement, we would be extinct.",2
2716,duh.  ai will cull,0
