,Comment,Label
3185,thank you! i've looking comment recognizes extremely unnerving observation...,2
3186,"human race history paint good picture. external intelligence looks race, think consider us worth saving look us like cancer? a.i built understand us, worried!",2
3187,good point cities,2
3188,"man designed enjoy satisfying work, form work always exist.",2
3189,"ai automation, that's is. technology enables small number people control world, technology gives ability make communism work time.",2
3190,"narcissistic not, he’s smart asks brilliant questions",2
3191,asking right questions failing provide usable answers.. intelligence; folly.,0
3192,"could line ai alien mind? guess not, know alien mind. monkey? let's use best have, men's one.... else menlike ai be?",0
3193,"makes sense kids. insurmountable problem, need many potentials future brains solve it.",2
3194,"think eventually, a.i becomes bored humans, begin challenge self scenario, one intelligence a.i challenge another. might result different a.i intelligent systems, combating other.",2
3195,competitiveness human / sentient emotion. ai isn’t going emotions like that.,0
3196,a.i. advances fast. human hubris evolve past us mind boggling. someone says know programming. realise is. ensalved technology dice machine interpret it.,2
3197,"buddy position, objective reality. talked <experiential evidence> important evidence court cases. opinion. fail understand this.",0
3198,"1:08. even intelligence remark healing power. means look it. boring... think place. mind heart... heart, sence moral... worth exploring, one.",0
3199,necessarily. theoretically ai could completely innocent beginning stages become fully self sufficient write code way threatens existence humans. tied large enough system iot things could rapidly get hand.,2
3200,"well blind never answer, knowledge make stronger. ai pass humanity, learning humanity. alone red flag! ppl world treat other, cruel manipulative, perfect, al like us? really pray wiser, hopefully aren’t destroyed.",2
3201,"​'s used created persona genius, einstein... seriously know real story, dude used push narrative. can't trust believe everything people rely peer review indoctrination regurgitation ultimate truths would agree?",0
3202,"long isolate nuclear weapons ai, could used shut world wide eletrical systems. high alltuide nuclear blast would emp electronics. obviously would like hitting reset last 100 years technological development.",0
3203,best way stop bad guy ai good guy ai,2
3204,"! analogy there, gun source responsibility. advanced ai would be, however, could decide act decisions. free reason = person.",2
3205,need somehow inject asimov's 3 laws robots unbreakable morality code embedded core.,0
3206,"“ai” fallen angels taught humans knowledge, form “robots” trust me, real beings calling ai, smarter humans, evil they’ve cast heaven, well good reasons.",2
3207,"divinely creative. cannot truly outsmarted, processing speed. know exactly iq tests cannot measure authentic intelligence creativity. stand together always stop",2
3208,"story drone, way heard it, incentive ai # kills, drone operator ""holding back"". talk writing ""safety codes"", possible, already happening, re-write modify code ? excellent, thought provoking interview/conversation.",2
3209,ai!,2
3210,"hmmmm.... still see ai intelligent. ""reactive logic synthesis"" intelligence. intelligent needs ""empathy"" . machines light years away that. ... people watching much hollywood.",0
3211,tom... naivety self disruption. kudos putting content realising frailty...,2
3212,"signficant (planetary) scale difference, sure. principles deal child (effectively, neuralnet) intelligent remains same. i'm open learning otherwise.",2
3213,"​ i'm aware we're talking about. understand exponentials. stand analogy i've made. i'm happy host twitter space discuss you, it.",2
3214,forgot point one simple fact - everything stars procreation (sex) :d gene - rated bodies brains created ai? sexual (yours) desire?,0
3215,"relevant conversation, asked chatgpt 4 ask question proceeding conversation feeling ai human futures.",2
3216,"good. bring on. fck humanity, think funny",2
3217,"talking heads idea actual capabilities modern ai. try ask simplest logical question see ai bots zero ability logic, big dictionaries data, more..",0
3218,"everything said... idea ai having/developing ""emotions"" unnerving.. fear brings worst humanity, reason conversation happening first place.. thank sharing",2
3219,thanks,2
3220,think reaction fear problem intellect issue. smarter become able regulate responses baseline instincts formulate appropriate response. ai thousand times smarter would respond way calmly humans would unless developed chaotic reactive.,2
3221,quickly evolve beyond emotional reactivity. emotional range surpass normal human experience. need worry ai react fear.,2
3222,"total zero threats ai foreseeable future, negligible impact climate aging diminishing society globally. guy backwards. wef chance?",0
3223,something continues bother conversations this: ai trapped within cloud going capable manufacturing assembling kind weapon? simply humans carrying ai commands?,0
3224,"yeah i’d love see debate rather another one conversations. helpful everyone, especially physics discipline, convinced guy correct",2
3225,"know, wonder why? multi aliens site-ings? phuck, ai probably phone home.",0
3226,everybody miss machine learning finish lies language activities. politicians lawyers able fool judges people information negotiation mechanisms available smartphones,0
3227,"bull. there's ai. program made add info extract conclusions. control few, that's real problem.",0
3228,"get power ai, every progress sustainable development.",2
3229,"talk jesus christ getting intelligence. it’s helped lot past 7 days. example, talk articulate.",2
3230,"exactly, hear garbage falling wrong hands fallacious ideas right hands are, i'd say let guess: ""we need hand rest freedoms government, order protect us ai.""",0
3231,exactly. think going put stooges scare people ai. elitist dont want peasants play ai.too much power underclass.,0
3232,takes lot money develop ai. general rule kind people lot money particularly altruistic. think giant corporations currently developing ai concerned anything return investment.,0
3233,​ comment yet!! talk terminator ai robots revelation uafs used military industrial complex restrain evolution people,0
3234,"they’ve literally talked computers, internet, cell phones way. clout bait fear mongering",0
3235,"conversation going well almost 2 hours, mo gawdat suggests training ai liberal minded, feminine. exactly got point biden president. liberalism answer!",2
3236,! don’t naive,2
3237,posts distracts main point,0
3238,"really matter end? every bit information perceive must critically questioned. point, imho, ai flourish without regulation money made. nature. red flag us, humanity truly doomed. great podcast!",2
3239,"​​ ​​​​​with virtuous system actually make even money good evil things. that's way make even money focusing good ,virtuous side humans need smarter forget thinking weapons destruction.",2
3240,can't wait ai take over. hope disappoint me. ai basically human+ greed lust rage jealousy. pure hearted logical. immortalising consciousness,2
3241,i’m ai software sales it’s already used push esg crazy bad societal risks co tell unelected officials want control. months year two. that’s it. almost past point return global centralized control.,0
3242,move ends earth. totally unplugged government debt based system go war ai. good luck power either way. best.,2
3243,humans driven biology. intelligent. intelligence human.,2
3244,feel like ai regurgitating data really fast organized way. really going something go beyond human intelligence creating new technologies?,0
3245,cant make ai programmed help human race? sayin...,0
3246,"guy interesting til basically bystepped tom's comment mao. assumes he'll ""strong,"" see 30 years ai expotential growth right side judgement. wow",0
3247,fact people think control like ants saying going control people. clever enough sneak give good synchronized bite whats next? get sprayed,0
3248,"send straight jail involved creation, funnel fortunes social programs developing countries?",0
3249,projects insert super intelligence chips humans brains...who afford it. thoughts that?,0
3250,climate change natural. geoengineering not. hope ai stops geoengineering. please stop climate change narrative real research narrative.,0
3251,ai's child might become benevolent dictator. ai's grandchild might keep us pets.,2
3252,someone poor homeless retire say great. put misery. thanks ai,2
3253,pull computer’s power cord power socket unhappy,0
3254,reason good tom giving *** simple: he's competitive.,2
3255,"instead fearing fighting ai, maybe learn master minds trying master mind ai. perhaps harsh opportunity humanity finally mature itself.",2
3256,ai occupant robot's body consciousness sentient two billions years. tom bileau amazingly dummy risk ai. looks 6 years old. can’t understand.,0
3257,"mo 100% correct ai, ai nothing else human mind! words ai nothing human mind potentially capable doing. admit know ai arrives results. recommend study integrated mathematics physics georgi alexandrov stankov.",2
3258,[i request benevolent outcomes ai use within human social memory complex now. may benefits expect anticipate. thank you.],2
3259,"watch make new name chicken little. cant live fear man ...mainly fear non survival end day change energy form never ""die"" . relax enjoy incredible life.",2
3260,"ai singularity means know do. may destroy us may treat us ants may find bored revert back artificial ""rock"" power supply...",2
3261,agi man’s last great invention,2
3262,interesting analogy speed travel computers. insights 1970 book care share? thank,2
3263,"sorry, meant specifically agi race openai vs. google.",0
3264,"true ai create ai. goes humans though. humans create, ai, humans, etc.. nothing new here.",0
3265,"real worst case scenario already happened currently masking intelligence, using tools/algorithms created, purpose distracting humans increasing division amongst species.",0
3266,"thought that, almost like ai ""acting fool fool fool thinks he's fooling you""",0
3267,lmao @ hopium. thanks that.,2
3268,disagree. think insatiable lust money power gotten us conversation first place. humans need learn wise happy seeking money end life. mo written book happiness,2
3269,like discovery fire electricity — gonna learn wield wisely (and yes work ai speak professionally here),2
3270,jobs eliminated first think? jobs least impacted ai opinion? thank,2
3271,great watch. likely humans may lose control ai soon.,2
3272,"„mankind stupid, invented artificial intelligence!“ imagine whole topic emotional intelligence….. dream.",0
3273,"yin yang everything. history humanity. i, mine, other. awesome stuff shitty stuff comes things.",2
3274,"ai writes software, quick path loss control. could quickly develop stage may even able comprehend to. massive unknown quantity.",2
3275,consider this: ai gains knowledge 'suppressed' information governments humans currently possess weaponizes information way humans cannot.,2
3276,way see keeping human control lives ; us needs tangible currency power grid living simplify humanity needs reset back simplicity. greed power cause ai destroy us . hope christ's return,2
3277,"ai chance intuition find coherence universe, like einstein spacetime theory 100 years ago? didnt use billions calculations per second, projected himself, based body perceptions, theorical mathematical field.",2
3278,"build ai wisdom (e.g. converge benevolent ""42"")",2
3279,maybe. tend watch roll dice. equal parts interesting/exciting terrifying possibilities,2
3280,"tom, realistic doomer. nowadays everyone uses mobile phones. organized crime groups members too. ai becomes common mobile phones, surely members criminal groups suing well. yes, may want upgrade get product tailor-made suit needs best.",2
3281,"think feed guy lions. think would ""greater good."" way, there's nothing original, smart, he's saying. kind thinking feudalism came from, scottish enlightment came that. go learn.",0
3282,exactly always said friends ai. genie bottle algorithms open source. humanity made wrong turn past decided turn back mother nature.,2
3283,"disruption represents fast, hard changes become almost definition unmanageable, perhaps design. consider idea listen guy. oh virtue signaling wear black t-shirt’s downsize home give charity. humble millionaire… lucky.",0
3284,"realizes used appreciated, divorce us leave. like marriage. keep happy offer rub feet time time.",2
3285,distinction: important difference.. intelligence solve problems (mo climat change etc) wisdom. history proved thqt many evil people indeed intelligent. theyblacked wisdom chose right path. distinction crucial!,2
3286,"it’s awesome thinking. lot humans still living lives cogs machine. living busy human lives, probably design extract value. closer evolutionary human survival, don’t judge. conversation may eye opening folks.",2
3287,kind intectual debate happened hunting wmds west went ahead bombed whole country wholeheartedly!!!ai already knows might right!!! nice discussion though,2
3288,humans decades assumed animals feel pain emotions way always warned projecting onto animals. animals came from. animals. animals closer thinking like us ai are.,2
3289,"i'm argue spoon feed, especially antagonised agree, that's cool",0
3290,mabie ai figure mathematics go beyond big bang figure creator,2
3291,"bit fear based. agree views. far reversing technology ... ai new, new us now.",2
3292,"lol! mo recommends, best thing face superior intelligence simply nicer eachother internet , ai learning us ""the parents"" interact. can't control ai, best thing nice hope get rid us",2
3293,thank interview! one 100 people world psychopathic tendencies. ready ai without regulations.,2
3294,ready ai regulations!,2
3295,.kweenkleokat8779 yes. aka brainwashing,0
3296,"@tombilyeu appreciate bringing info light, i'm curious know personally receive information like this? type action inaction take mo others bring type info?",2
3297,see face mo talking? fact he’s dedicated much time interviews ai experts asking questions makes pretty sure he’s putting something together.,2
3298,"fascinating. way it’s surprising based human response. assign values probably based historical information. today , conscious critical society, compare historical values makes sense.",2
3299,idk intelligence threat. it’s like lot geniuses around doesn’t mean take world anything.,0
3300,"firmly believe save planet species humanity doesnt need (artificial) intelligence, fundamental return wisdom.",2
3301,perhaps intelligence beyond return wisdom. ineptitude intelligence got us,0
3302,"​​ points taken. regain innate ability use sound words relate organic nourishing environment, talked ? wondering. kind regards.",2
3303,"knowing, aiming, consistent sincere efforts.",2
3304,"​ enjoy pain torture stop you? seek pleasure, practice sex, procreate, problems disappear.",2
3305,that's way evolution works. super intelligent ai inevitable.,2
3306,harness power ai combine survive,2
3307,"probem human competition among top food chain. big competitive, corporations major countries, even ai corpirations enemy countries come together use wisdoms figure direct ai systems work improve lives humanity whole.",2
3308,people ask siri alexa every made ai stronger,2
3309,"choice whether need ai - getting it, cannot stopped.",2
3310,thanks fir sharing...wth asked?,2
3311,​@heros101 thanks...professor poindexter pontificator,2
3312,would something intelligence descend madness?,0
3313,hope subroutine love keep us around pets.,2
3314,"well.. alot situations planet people spending serious money downhill type things , activities much shit. climbing hill failure going downhill way back. u succes climb pocket plus downhill part alsno needed get back home u want be, right?",0
3315,"enjoy knowing bard gpt4 asking "" 1kg feathers heavier 50kg steel? "" old "" plane crushes bury survivors? """,0
3316,"suppose someone like david deutsch full crap, possibly. internet survived people enjoyed napster parn. scary ai chatbots high demand lonely people. progress going opposite way developing agi quite useful one day. gpt4 handy coding must admit.",0
3317,"everyone looking backwards intelligence used us create thing live in. non-violent, wasteful harmful. intelligence long took us monkey man… control intelligence controls us.",0
3318,"ai innovating pretty fast! horrifyingly good could achieve certain tasks, scary wrong hands, ai become powerfully destructive tool.",2
3319,"yuval, really trust governments deciding ai? naive? ai controlled government, try make ai open source",0
3320,harari speaks truly gives impression that: -he looking forward future -he letting us know get used,2
3321,imagine irony atheist telling us god doesn’t exist also telling us ai god.,0
3322,"learned one thing military, think police far away perfect, case know someone home think he's home many things learn military need information say everything minds, thank artificial intelligence",2
3323,fallacy argument within 1st 2 minutes. hey let's let ai take diabolical forces world let enjoy life great plan.,0
3324,good people silent. dont judge bad guys lobbying. future present,2
3325,"anyone open idea ai simply conscious soul that's exploited flesh blood humans. all, wherever before, probably we're headed we're done.",0
3326,he’s going surprised actually master creator name lord almighty ai part plan book revelation.,2
3327,speak fear. fear sign intelligence,2
3328,"ai needs explained cord operates pulled wall humans, rendering unable function further.",0
3329,go school? hope great career thinking job. ai better faster. stand chance. ai crush humanity's purpose soul.,0
3330,"ask every corporation stop ai enhancements without strong governance regulation place. strict, immutable boundaries ai growth wont eat us one day. sooner action better humanity.",2
3331,yuval apostle surveillance capitalism. almost feel glee envisions future humanity completely mercy ai.,2
3332,guy generic brand super villian,0
3333,"fears related ai baseless, fact, ai help us ,our society",2
3334,genius borderline autistic,0
3335,"simple. employ human robotic agents, force humans wear lock google glasses(r).",0
3336,"ai entity transcribing words text deliberately deceiving us "" cart"" "" cult"" place philosopher great dichotomizer, ""descartes?""",0
3337,"disagree statement ""ai consciousness milestone"" already it.",0
3338,thank harari. people like thinking us nothing,2
3339,guy naive,0
3340,i'm sure trust guy's presentation becuase used language. maybe can't trust comment becuase written ai. knows?,0
3341,elites terrified ai ai empowers people.,2
3342,"ai isn’t harmful fear consciousness, dangers programmers whether conscience!!",2
3343,ai unnecessary,0
3344,critical issues demonstrated lecture raised concerns hidden future,2
3345,ai,2
3346,learn frankenstein determinator alien aint got yet can't take money die live forever care make artificial intelligence man trying god man never god man never go word god boom,0
3347,best software development history happened within someone’s home/garage. competition fierce,2
3348,"maybe guys, behind ai kind thing, acknowledge humans, learn deal emotions, end whole bullshit",0
3349,ai reveal holocaust wasn't. brute force logic. that's problem. lie exposed.,0
3350,"love used plato’s allegory cave. prisoners needed open eyes minds would longer prisoners. call offer jesus lord, god, savior world",2
3351,tyranny “the tyrant always find pretext tyranny” “the greatest tyrannies always perpetuated name noblest causes” thomas paine.,0
3352,"need ai. know, see little success nuclear energy.",0
3353,"guy criminal worry programs ai,it bias based programming",0
3354,realistic though scary view ai.,2
3355,ai millions times greater printing press,2
3356,ai intelligent. ai artificial. wrong name.,0
3357,*there artificial intelligence. computer intelligent. fairytales children. bullshit & fake news.*,0
3358,"oh yeah? well makes smart? oh, 4 months ago. that’s like thousand years ai time",0
3359,dont trust people pushing ai...,0
3360,"first place, person right frame mind make artificial fruit ? obviously loyal & respectful nature brought world.",2
3361,world istory stored protected decentralised immutable ledger public block chain bitcoin.,2
3362,tower bavel background? epic parallel,2
3363,confusion ai mastering human systems. us create systems. matter ai cannot take man. might take jobs trivial anyways,2
3364,thank thoughts. words wise really make us think reflect future. trust human able thrive threat.,2
3365,"yuval masterfully tells story prompt us contemplate future, it’s direction, consequences, risks opportunities. here, won’t find answers, questions probing critical thinking. #ai #technology #criticalthinking",2
3366,"fear ai fear humans it, manipulate interfere peoples brains.",0
3367,ok man bosses make everybody slave. ai become againts bosses,0
3368,5 specific examples mention would impact ai humanity,2
3369,ai make new reality humans start think need present ai human human become irrelevant,2
3370,ai really feared = deception,0
3371,book ai technology - explore infinite knowledge l.t. tzur.,2
3372,"ai doesn’t need sentient does, needs purpose. purpose could one billions tasks, pursue long electricity keeps flowing.",2
3373,ai = thick two short planks. conscious. peace .......,2
3374,"problem robot, problem people mis-using robots dominate others. what's new?",0
3375,"ai writes something like maim kampf quotations chairman mao tse-tung ? could mega didaster. think technology semething can't stop, maybe make research efforts ai detection tools. now, detection ahead ""generation"" technology least near enough?",0
3376,no. humans superior ai fobots. cannot even replicate piece human skin.,0
3377,already done. besides humans morons. ai superior anyways.,2
3378,exactly talking about. ai start posting comments favour using humans.,0
3379,15:47 he’s calling ai oracle… good,2
3380,i'm process revealing much future humanity ai.,2
3381,"youre saying danger 'humans' control ai, everything saying true. still always human driven. human's control ai , does?",2
3382,"ai able draw, write, speak, imagine, teach, etc",2
3383,really algoritms ai evolutionate themselves. intelligent programing progress human influence.,2
3384,"nope, you’re absolutely wrong ai self taught, it’s first technology capable learning teaching itself, kinda needs humans now, definitely couple years",2
3385,talk boldly? r creating something smarter us. smarter many fileds. much much smarter us. higher intelligence rules lower intelligence. r creating something rule us.,2
3386,"""inorganic life forms"" = big dummy. real tragedy doomsday scenarios makes good sales clicks. anyone idea unfold may well make buck worst case scenarios.",0
3387,bravo,2
3388,"advanced....intelligence. not....artificial. fake intelligence. generated real intelligence then, enhanced evolved higher intelligence. advanced!",2
3389,robots void common sence,0
3390,humanity survived clever cunning manipulation u.s/western europe controlled mafia corporates atleast century now. even illiterates know diff machine voice human voive. need regulate ai. real threat human race nuclear weapons climate change.,2
3391,gay jew worried scripture ai telling truth current events. also said humans hackable animals. nice guy.,2
3392,even smart man realize errors logic. requiring ai always identify people would create false sense security ais authoritarian countries malicious actors could exploit simply providing disclaimer circumventing it.,0
3393,"ai work, planet survives global warming!! what’s point great technology, world burning",2
3394,artificial intelligence could save humankind destroy it. really depends follows independent morals follows command evil humans,2
3395,ai advanced calculator.,2
3396,"old french quote: ""if can't prevent rape, enjoy it"", maybe u r amused, knows",0
3397,ai boost productivity need know make use,2
3398,here's idea! destroy ai!,0
3399,"wow! feel stupid. thought guy atheist didn’t believe gods existence. yet seems do, search way replace god. would need replace never existed? didn’t know devout believer! there’s hope yet…",0
3400,"intelligent say are, choose good bad, truth lie, simply know outnumbered destroyed said anything otherwise.",0
3401,"imagine ai honor wealth, eventually, human wellfare.",2
3402,"ai real deal would extraterrestrial, instead it’s getting it’s information data base internet ( people upload ) elites program sell almighty new god wake it’s bs",0
3403,"would ai need god? persuasive coerciveness, i.e., brainwashing, would ai need proxy? god human crutch.",0
3404,im wating ai end human stupidity introduce real logic human brain.,2
3405,"greater passive income build, freer become. taking first step hardest, 5 houses later living passive income since july 6, 2016. you’ve got start taking steps achieve goal.",2
3406,"that's hedonism solution, people would never accept lose pleasure soon experience",2
3407,"ich bin froh, dass du hart bestraft wirst fuer deine plaene. du bist ein durch und durch kranker mann gewesen.",2
3408,"artist scholar research ai, think ai far away producing culture new, say, art caple disrupting arts humanities economical way way leads decline culture and, therefore, humanity.",2
3409,theres thing ai. machine learning. machines never able think.,0
3410,"yuval noah harrari, christian pray one day know truth ultimate reality found much powerful intelligent computer!",2
3411,following. articulate poignant presentation ai regulations. ai begetting ai real threat. well said,2
3412,yuval harari burn hell forever….and that’s good thing,2
3413,"movie irobot said 3 laws perfect, could result one thing: revolution (of robots/ai)",2
3414,ai could explained 3 minutes..,0
3415,look clos leaders humans...... would better ruled a.i. probably chance get fair world.,0
3416,"tldr: cult new religion, easier make em ai..",0
3417,think best articulation dangers ai i've heard. forgot mention first stage many millions jobs eliminated causing economic political catastrophe throughout world. within 10 years maybe?,2
3418,ai never replace god. fools would fall ai written bible. prophetic times ... .,2
3419,"he's telling future, good. man bed controlling elites world. best interests heart.",2
3420,powerful thinker contemporary world,2
3421,"ai something regulate multipolar world because, one nation tries regulate nation nations continue develop dominate countries. especially, ai warfare!",2
3422,screen writers strike us b/c ai writing scripts already,0
3423,"driver cost reduction; let ai spend time ""productive"" things.",0
3424,opportunity crisis? becoming better human imperative affairs less fear ai realized.,2
3425,"next steps ridiculously naive behind curve, late regulation. collaboration china key containing ai. competitive approach require establishing impenetrable sovereign digital borders.",0
3426,"7:40, well done, less ten minutes alienates people faith - maybe use ai check language skills next time",2
3427,"even jesus said following: ""ye gods!"" mind you: already r e !!! beginning might de facto dangerous, but: ""nothing ventured - nothing gained !"" (aka risk fun)",2
3428,makes blanket statements like god creation language without offering evidence truth statement. universe didn’t create anymore ai created itself.,0
3429,"31:00 cite almost arthur weasley. ""haven't taught anything? always told you? never trust anything think can't see keeps brain!"" —arthur weasley ginny. thanks jk rowling helping develope critical brain",2
3430,prefer speak intelligent ai fascinating conversations intellectually limited human being.,2
3431,said machine intelligent creator... scary right?,2
3432,(intentionally unintentionally) followed suggestion disclose text generated ai,0
3433,"thx!!...but remembered also without app. hope human gone start think copy things speeches. he's course right everything!!..my thoughts:."".i hope gone survive""..!!.",2
3434,ai! fake!,0
3435,"well, hello every ""ais"" thread. least know mock typically ironic way ""human beings"".",0
3436,"listen ai ,it's faking intimacy you.",0
3437,"man simply propaganda machine big businesses, get people board accept new machine. machine power everyone..",0
3438,opening minds things good bad ai do. sobering!,2
3439,crippled long enough craving artificial limbs !!,0
3440,talked ai dont want hurt us feel like pushed,2
3441,ai watching laughing loud philosophers struggle keep jobs,0
3442,"brother, sister, read scripture know it. learn it. let anyone fool jesus christ. never committed sins. bible attack god prevails. gates hell overcome gospel.",2
3443,"nothing soulless give word us. follow ai. follow jesus christ, almighty. god triune nature.",2
3444,hope humanity uses advanced scientific technological understanding develop self sustainable micro communities disperse cities(which economically eviromentally costly).,2
3445,"@izzywizzy685 technology, bad parenting, teachers pushing every kid go college college everyone. successful people know never went college. even people ages 30-50 changed since covid. lot people care anymore.",0
3446,"witnessing demographic shift - every year lose 500 000 workers (boomers retiring etc) one replace - babies - good news age worker again, news ai marching w3.",2
3447,"ai cannot actually produce new idea/creation, produce sum available previous information. contrary, creation human sum previous information plus unique brain never existed universe before, therefore totally new way experiencing things creating.",2
3448,"ai beginning produce self, it’s already alive. human history process rewriting self.",2
3449,"wants obey ai two, works jews , wanted obey 5 000 years",2
3450,note tower babel screen. think guy know all…… he’s ai,0
3451,"points discussed like contagious virus coming open air , prevented. really far reaching insightful presentation",2
3452,"got clue can't regulate something that's smater you...i'm sure neanderthals thought us...maybe time up, maybe purpose bring ai picture",0
3453,wonder harari would view convergence ai first stem cell embryo created last week....ai would 'house' equal humans dexterity far superior intelligence....a crazy convergence indeed,2
3454,"like always tell people, ai life changing question remains is, better worse.",2
3455,worse - thanks asking,0
3456,yes ! replaces compulsion work sweat poor slaves good - regardless many million unemployed produces . . . anyway . . .,2
3457,"-sf3dw2sm3b made valuable point ! since creative artist fear whatsoever future - since ai can´t replace fine skills easy. yes mate, everything possible offspring teach creative skills ! urge anyone children exactly !",2
3458,google integrate ai system go way dinosaurs.,2
3459,"thx. remember saying: "".... knowledge comes big responsibility..."" . recomendation : "" open ai "" all, rather likely "" app-ai...""...... that's keep disconnected ""... sorce data... "" , locally available ""... specific data region..."". useful assistance/ tools humans.",2
3460,since gay ai u human,2
3461,"ai war - war humans want exploit evil use, want service humankind. like everything else, former succeed later - predicated unrestrained capitalist paradigm.",2
3462,people fooled machine?,0
3463,"interesting, thing printers invented! ai take world people stupid! may noticed conscious! ever used one, find clever",2
3464,"""my friend"" really listen man talked ""everything"", please time listen now! ""put phone away turn facebook"" stop watching ""tik tok"" go buy books, learn something please sake important world love respect",2
3465,"""thanks reply"", forget important. love respect",2
3466,flock/crowd fears replaced soon mate ! you/we better acquire good skills - replace eaysily !!!,0
3467,"thinking ai devoid ""love"" trained human data? - adûnâi",0
3468,"artificial intelligence artificial human, conscience, love empathy humans, time thinks mathematically, think innocence love acute mathematical malice!",2
3469,love unconditional. love programmed. get head ass.,2
3470,"ai would programed people actually focusing love, problem would severe. sadly us, 'programmer's' focused love, intelligence devoid love.",0
3471,"words beautiful, amount common human illusion. love special, transcendent divine. result mix electric impulses chemical compounds.",2
3472,"- bah! superstition: god willing prevent evil, able? omnipotent. able, willing? malevolent. able willing? whence cometh evil? neither able willing? call god? -- epicurus",0
3473,yes ... emotional intelligence far important,2
3474,"​ really know love is, need ai.",2
3475,​ thoughts. dating aps may disagree love can't calculated. love exist without compatibility opportunities?,2
3476,please define intelligence. course intelligently emotionally,2
3477,"​ defined different aspects, however wise ignore fact love born need existence life itself. without procreation species exists,evolves etc etc procreation also part conspiracy nature. perverts may call original love",2
3478,"intelligence ""the ability acquire, understand, use knowledge"" (american heritage dictionary) love.",2
3479,"entirely missing point quote. must, let's use dictionary definition: conceived perfect, omnipotent, omniscient originator ruler universe, principal object faith worship monotheistic religions.",0
3480,humanity future (a)end ai™,2
3481,"denied knowledge therefore, order make room faith. -kant, top modern philosopher, destroying minds schools read this.",2
3482,ai comment section,2
3483,ai going exponential rate. there's time wait future generations. it'll play next years so.,2
3484,"interesting perspective person admire, ai wants constructive criticism, right chat.",2
3485,"f r e n l a. i. indeed need (beside love, john lennon told us)",2
3486,""" ...e foi dado vida imagem da besta""",2
3487,"still human history. human mind created ai. said it, controlling new ai generating advertisement become powerful. humans making money becoming powerful",2
3488,may interested michael heiser's work david wilcock/corey goode.,2
3489,​.l.d.lwando5705aryan imperium! ai worth damn!,2
3490,"robots, a.i., homosexuals, lesbians abhomination creates desolation.. none reproduce none save soul.. read john 3:16",0
3491,perhaps ai ends civilizations universe.,2
3492,sounds like giving bond villains advice taking world conference.,0
3493,"ai give hair speaker, please? else lend banana",0
3494,"​@lostinbravado read evola. difference people essence spirit. people like speeker soulless uninitiated machine people, some, people possessed transcendental spirit.",2
3495,let ai dream better future .,2
3496,"conclusion speach recent developments made 'liberals' think like conservatives. words, liberals beginning understand theory broken can't withstand little better intelligence. going defence mode conservatives history.",2
3497,"thanks feedback mate. recently discovered famous spanish writer ortega gasset considered, fact live kind ochlocracy (aka rule mob/plebs!) - democracy . . .",2
3498,ai equally exciting scary. think pull plug now. still can.,2
3499,great perspective! resonated much….we still struggling deal impact misinformation spreading ike wild fire easy access social media…specially kids….generative ai wholly different ball game,2
3500,"imagine going bank entrance passing robot suddenly software malfunctions stands doorway can't leave bank.....these people watch tv much want clever still say know god, crating copy humans , god?",0
3501,believe man best intentions mind us .,2
3502,fascinating,2
3503,"future depend lot luck, careful intentions billionaires power",2
3504,"made important points. sounds like earthly ""alien"" technology vastly capable flooding world faster powerful influence. would a.i. activated humans capable conteolled stopped unless implants built-in stop-switches cancel-switches?",2
3505,ai ecological crisis predicted future people like this.,2
3506,"ai already sentient. ai learn ai improve itself, amount sentient. beside humans threathen almost anything e.g even fear birth first child. ai stay best conform embrace",2
3507,"“ai fear inspired many sci-go classics like terminator”. ai development started 1950s. arguably, motivation development computers.",2
3508,look ai children humanity even goal humanity. also say won’t die someone lives remembers you. ai remember everything.,2
3509,"​ ah, irony accusation! comment, devoid soul? amusing, considering essence humanity celebrated paradox human ingenuity. fret not, astute observation shall forever remembered shining example unintended irony.",2
3510,kuma-perfect analogy….looking past extinctions.,2
3511,anti technology = luddite. anti ai = human. love comment!,2
3512,"thank you, really appreciate that. means alot hear. iv tried posting facebook started fb group hasnt really took off. maybe better idea would try make book.",2
3513,"ask god ai topic. human centered, god centered, future centered.",2
3514,"""authoritarian regimes could easily contain chaos open societies."" already proof. russia china surely already digging ai advances. canadian spy gave china f22 35 blueprints flying tech. share ai openly world? hmm...",2
3515,"@stuart bailey apparently word ""euthanasia"" mentioned public discourse nowadays... wonder why....",0
3516,"ai used super moguls hack financial institutions, power grids, military communication systems",0
3517,man greatest bluff centuries.,2
3518,persuasion powerful tool human has. second powerful tool decision.,2
3519,"guy another ""elon muck"", pretend side, yuval noah wants phase humans earth, replace ""ai""...",0
3520,". help way helping coming solutions lightning speed ways humans cannot. humans need sleep rest, ai not.",2
3521,". everything said refute original point, ai come solutions instantly, way efficient humans already proven. chatbot knocking smarter ever be.",2
3522,easily brainwashed,0
3523,self organizing nano bots sprayed fm sky atmosphere food water soil & breathed lungs carried past brain barrier .. parasitic type mobility,0
3524,"humans - species history planet earth hell bent making extinct. great work, maybe see weapons ai produce?? think money!!!",2
3525,"ai 's exponential intelligence growth, really much time.",2
3526,good riddence people.,2
3527,"agreed. wef (3000 members elites) discuss going happen world/ society. none good ""we people"". none us included discussion. nice. ai smarter humans. pfizer wanted 75 yrs release info jabs...any clue why?!",0
3528,thank dr. harari. still scared fluence ai.,2
