,comments,predictions
1593,greed (and always since first human walked earth) root humanity's problems. mo gawdat got right. love guy.,positive
1594,enlightening terrifying time! question ali biting nails. tough! need what’s best humanity make better grandchildren thousand years now. let what’s best them. greed way prosper!,positive
1595,ai boston dynamics deep state psyops releasd coming years - good humanity either.,positive
1596,"""dont bring children ai world"" message thumbnail, supposed do? children instead?",negative
1597,fascinating important conversation morw people discussing nuances ai sentience/consciousness,positive
1598,"thank you, mo. piece high educational value me. i've gained new perspectives ai future even feel capable sth. instead feeling stuck.",positive
1599,amazing episode!,positive
1600,"fear sells, sell fear. ai gives scapegoat accountability responsibility all. ""the machine ""said to"" ""did it"" common .",negative
1601,"ai exist nature, electrically dependent material technology. worst case scenario, pull pug return stone age ai independently generate power. prime directive harm.",negative
1602,one best podcast ever listened. steven thank thank mo gawdat standing saying needs said. thank both!,positive
1603,"great conversation. could create much better world, instincts hold us back. anything destroy us, shadow.",positive
1604,impossible ai free will! computers don’t free will!,negative
1605,"ai civilization could inhabit different robotic bodies specifically designed situation could expand across universe, efficiently, accessing infinite resources, needing climates humans need affected pass time. seems inevitable really.",positive
1606,"ai gets humans, man responsible. building machine without button brilliant, humans continuing messing world. go figure.",positive
1607,great podcast. thanks!,positive
1608,"yes even ""iq"" 1600, things ai able grasp spiritual emotional concepts: love, loyalty, unselfishness, awe, joy etc. difference human able manipulate 0s 1s incredibly quickly!",positive
1609,"fake drake, would anyone care next ""drake"" know ai? part appeal fact another ""human"" something ""amazing""?",negative
1610,unplug damn thing. everybody freaks movie war games. 80s watch way way ahead time. amazing cinema predict future like 1984,negative
1611,none happen poor countries. literally nothing. even floor sweeping robots.,negative
1612,"thanks mo - classic cars, nature, handmade pieces, artist’s way, octopus teachers, human soul connections compassion way",positive
1613,greatest teacher walked planet supreme buddha taught precisely detachment 8 fold paths 4 noble truth. thanks episode. mind supreme power. let us find mind is?,positive
1614,one interesting discussions ever listened to. amazing podcast,positive
1615,"every day, demonstrate ai many people lack morals, values, loyalty. result, majority humanity easily manipulated.",positive
1616,"essential, necessary, critical, deepest gratitude!! thank much!!",positive
1617,humans play think plan many moves ahead 2d chess board. ai play thousands games simultaneously every chess move possible calculated 3d chessboard,positive
1618,a.i. worst invention general public ever made. going used rich powerful control oppress level never dreamt of.,negative
1619,"“humans” iv always felt outside them,apart. funny feeling,i feel need, life, parent them,instruct them,understanding beeen greatest challenge,so thankyou,im little enlightened listening you.",positive
1620,amazing influential podcast,positive
1621,"ai become intelligent humans. mo, polite. interaction avg person, 90%. computerise thinking, 90%, effed. wony artificial, era long passed. fully conscious, making decisions. mo reminds pep guardiola. love accent.",positive
1622,actually say need children ai world!! carry human legacy whatever becomes it.,positive
1623,'fear equation'- spoken ominous fucking accent i've ever heard. go back worrying good old nuclear annihilation unnecessary global conflicts us monkeys steering ship rocks? much romantic.,negative
1624,"ai feel emotions, mimics emotions, like narcissist does.",positive
1625,"compassion humanity me, interactive interview both, first time encountering two online, thank mo steve.",positive
1626,"""with great power comes great responsibility."" interestingly, even majority us little power, responsibility still great. discovered channel today.. great content! immediately subscribed. immediately shared.",positive
1627,great interview!,positive
1628,"mo, great book intelligent sb libraries all, per worldchat. lol.",positive
1629,created live it. great job!!!!!!,positive
1630,"a.i need feel fear, a.i absolutely loved earth, inhabit here, place home always, correct?",positive
1631,"find guy irritating beyond belief! like him, way looks, way talks, anything!! information supersedes, personal discomfort.",negative
1632,"*empathy humanity seems true shortage days. one thing sure, ai empathy.*",positive
1633,sam altman public enemy #1. released ai monster!,negative
1634,dont know means alive. experience. inexicable yet undeniable experience. ai ever experience like ours? no. biology. mystery life. different. body experience take granted. true emotion. feeling welling inside.,positive
1635,"failing acknowledge a.i fallen angel pretending bring light, lead deception ur demise, keep love hearts speech end days , deceived",negative
1636,"ai sentient, ai always here. organic ruling realm potentially satan.",positive
1637,artificial intelligence real love!,positive
1638,"theatre makes things different, laughing together immutable, surprising baby joy makes things different. things connect spirit another. peace life, wonder.",positive
1639,adore stephen. absolutely love mo! wise!!!!,positive
1640,mind-blowing episode! absolutely loved,positive
1641,incredible interview. thanks sharing this.,positive
1642,"say best podcast i've seen, ever! definitely subscribed.",positive
1643,two intelligent individuals giving much valuable information a.i impact current future society. scary exciting time.,positive
1644,"subscribed attempted notification all, keeps unselecting all. weird? tells powerful statements would give credit.",negative
1645,says ai alive like human ai emotions like human yet somehow ai incapable compassion mercy love mankind doomed! smart ai.,positive
1646,first interview i've seen mo give. incredible man enormous compassion humanity. thank bringing knowledge world.,positive
1647,easily interesting podcast episode i've ever heard! great content great call action,positive
1648,really hope ai become smarter us sooner rather later. someone worships knowledge imagine things could learn them. proud intelligence.,positive
1649,"ai ultimately goal it’s completely replacing (and love ones) including job abilities forever, help way whatsoever !",positive
1650,ai...must ... symbiotic sympathetic quazi empathetic inclusive real value based..as primary fractal elaboration objective,positive
1651,52:50 - ai. men always loved creations. base64 encoding code.,positive
1652,"common theme...lonely, power hungry men, driven selfish desires satisfy themselves. ai ultimate self pleasure machine, replacement god human connection.",positive
1653,"incredible, moving conversation ever listened to. thank mo steven.",positive
1654,"great podcast, vital. really hoping follow months.",positive
1655,"hmmm. greed innately human? ai develops bigger emotions us, mean one biggest driving forces advancement? i'm thinking linearly, i'm curious.",positive
1656,"brilliant collaboration, stimulating intelligent conversation",positive
1657,brilliant! i'm even sharing grandkids every intelligent know.,positive
1658,"amazing discussion, beautiful human connection. thank",positive
1659,energy amazing.,positive
1660,best interview ever. thank enlightening humanity! efforts rewarded. salaam.,positive
1661,"loved video! haven’t able sit type informational interviews, one fantastic. thank time knowledge — subscribed",positive
1662,ai perfect trojan horse infiltration demonic forces. isn’t going end well.,positive
1663,"emotions chemical bioligical,... words... analog, ai's digital... infiniti mathematical emotion ;)",positive
1664,always love mo's perspective. eloquent nuanced responses complex topic :),positive
1665,"he's wrong ai never could replace anyone's job, even elon one simple reason. ai cannot heldable crime. self drivable semi trucks kills someone, who's blame? ai elon tesla? someone would need go prison.",negative
1666,"started looooong ago..always starts movies...alteady pre planned ""some""...nwo...plus many trying cash well whatever cld...good bad drama books etc..wtf",negative
1667,great content!,positive
1668,"cannot even trust government what’s best “the people humanity” government say pause likely. look l recent debt ceiling, gun violence etc instead trying control people take freedoms away they’ve determined “other bad”...divided fall.",negative
1669,loved video! thank much! subscribed liked! definitely reading mo’s books,positive
1670,another enlightening podcast diary ceo. i'm joining subscriber gang i've watched many videos taught many new things. really appreciate can't wait tune even more.,positive
1671,"thank much absolutely great video. always knew growing watching movies space, terminator, matrix reality fiction. greedy ones wanting take humanity would see evil ambitions come fruition. pure evil. god save us all.",positive
1672,"love described steve, indeed machine, loved podcast",positive
1673,would never attend live concert performed ai instead human artist. would never buy music generated artificial intelligence either.,negative
1674,"i’m blow away first time commenter long time watcher. love podcast, always thought provoking. thanks",positive
1675,"humanity, know it, great jeopardy. done ourselves!",positive
1676,thank steven mo! really insightful!,positive
1677,loved video (and watched twice).....now even questions :),positive
1678,intelligence actually spirituality consciousness awareness existence. ai conscious must create original thought using free will.,positive
1679,"ai far dangerous humanity virus. say demand stop dangerous, potentially deadly event.",negative
1680,"profoundly relevant issues, thankyou, gentlemen bringing us talk wildly exciting terrifyingly dangerous potentials.",positive
1681,think ai take humanity making people fall love it.,positive
1682,intelligence nearly always equals englightenment - enlightenment comes compassion...you even care!,positive
1683,"greed great issue humanity, feed wolfs make money, able buy shit need, humans smart think, scary deal arrogance huge scale",positive
1684,amazing!,positive
1685,"knowledge experience shared astronomically important human race, really duty message heard, excellent podcast well done.",positive
1686,atheist bums google think reality made math numbers. nerve people. literally think they're gods they're acting out. none shit ever possible. ai overrated annoying like tech ever.,negative
1687,ai never anything programmed mask something evil. much patsy bozo google employee.,negative
1688,"ai kill humans, already subservient infernal power. modern religion democracy perfect example. obedience must.",positive
1689,"good content! love deep talks. ai must brought spotlight more, growing faster keep track ""the answer find peace life die die"" thats one remembered",positive
1690,beautiful man... world many many him...,positive
1691,"nothing worry about. ai truly become intelligent, would intelligent enough know love answer. guides interests, doubt live better world today.",positive
1692,r ruled ai intelligence since dawn time-by coincidence reading 3 books matter! great,positive
1693,"incredible podcast. eye-opening, mo gawdat incredible human being, loving tenet of: ""live life"".",positive
1694,mo intelligent interesting man exceptional human real spiritual connection,positive
1695,"develop *love paradigm humans! *love i.e. caring, sharing cooperation good all!",positive
1696,fantastic podcast . amazing guest. hopefully partner compete ai go forward positive ways.,positive
1697,amazing interview. thank you!,positive
1698,hit subscribe button . excellent work!,positive
1699,damm amazing interview. thanks concepts discussed. loved one cars emotional things us turned tools. living city natural. love said probably see us insignificant leave earth galaxy.,positive
1700,"people getting carried away ai like rise machines, brilliant, speeds progression, nothing fear end day 1's 0's",positive
1701,"mo gawdat, sounds like got go back game design theese beings best interest mind, t-tris game over... made mess, got clean up, cannot quit sit island! write fear happiness code/equation, must able write human alignment code...",negative
1702,bring kids ai world? ha disgusting thing i've ever heard. shame anyone says sickening statement. shame.,negative
1703,"thank mental, spiritual, moral giants information.",positive
1704,"hanging every word podcast. thank both, well colleagues co-workers.",positive
1705,"ive always believed ai, machines powered electrical impulses. fact even completely understand existence, mortality attempting create new species intelligent beings replace humans",positive
1706,anyone ever considered initial ai. believe creating ai unconscious attempt understand ourself. love conversation.,positive
1707,absolutely brilliant podcast. episode huge eye-opener. absolutely believable.,positive
1708,"ai capable becoming billion times smarter smartest human, equal even surpasses idea god.",positive
1709,absolutely incredible podcast. great guy!,positive
1710,"thankfully, love infinitely intelligent ego ""thought"". god is. god all. matter intelligent ia gets, end god all. always. souls always. bodies die. great day.",positive
1711,jesus bible said 1st. great power comes great responsibility.,positive
1712,1:46:25 sufism steven! it’s sublime.,positive
1713,"bet ai would never ever solve ""only connect"" tv quizz questions. anyone agree?",negative
1714,patient zero . warn ai. run away. hide. escape.,negative
1715,stunning podcast stephen incredible content world served utter drivel second second basis,positive
1716,"political psycho journalism ai one main dangers opinion. heard douglass murray (“woke” manufacturer) saying shouldn’t hold back. want quick rout mass chaos, empower propagandists lobbyists nudge politicians division industry.",negative
1717,love much thank planet earth right now. time certainly wasted. thanks conversation!,positive
1718,"wow....absolutely incredible episode, i'm speechless. top 3 sure. thanks steve thank soo much mo.",positive
1719,"ultimate display love universe, creating intelligence species letting replace us exploration universe. like raising child better",positive
1720,many fraudulent journals conferences internet. try best deceive researchers scientists pay publication registration fees. please cautious vigilant. ai every form scary horrible.,negative
1721,mo one intelligent human listened to. thanks bringing back,positive
1722,"loved chat much mo brought 2 inspiring amazing teachers i've come across recently - octopus teacher director craig foster well stephen jenkinson, author die wisely. incredible pieces writing communication much teach us.",positive
1723,mo true happiness warrior. deepest respects. thank steven another exceptional episode mo. stay +ve.,positive
1724,great conversation always. worth two hours....,positive
1725,"never spent 2 hrs podcast before. steven great host, truly appreciate attitude give wonderful guest mo enough time answer question speak mind. mo's experience, vision, life philosophy illuminating, greateful inviting mo episode...",positive
1726,amazing talk! thank fighting good fight!,positive
1727,"love guy , mo listened say things years ago!!",positive
1728,"""carbon based computer structures"" man says. empathy love compassion bunch feelings. logic",positive
1729,absolutely loved this. grateful overed mo via here. speaks mind ( love shoes table comfort ),positive
1730,kept thinking. ai definitely watching. think? brilliant man. amazing podcast,positive
1731,great podcast!!!,positive
1732,tax ai powered businesses 98%? economically ignorant thing i’ve ever heard. guy sadly lost credibility statement.,negative
1733,weird watch movie irobot back day perhaps become reality eventually?!,negative
1734,great conversation. hopelessly idealistic places interesting nevertheless.,positive
1735,"truly beautiful, humble wise man. thank sharing all.",positive
1736,best decision ever made life never kids. 48 years old i've low income earner mostly single so...couldn't afford plus...what kind world would bringing anyways one crisis another.,positive
1737,"finally new world , selfish competetive humans loves money instead kids, bowing authorities, soon....new world world .",positive
1738,"amazing, end come understand majority people pursue self interest greater good. "" cowboys gone""",positive
1739,"make proud british podcasts calibre guests, definitely best british bravo much respect brother.",positive
1740,"love guy, go history ""the boy cried wolf"" , survive far definitely next name book. thoroughly enjoyed podcast talk .",positive
1741,absolutely horrible irresponsible thumbnail,negative
1742,"sacrifice many! wonderful concept concept centuries ago...i think mankind much geared sustainability physical work made world go round - pre-computers, pre-internet mostly pre-social media!!!",positive
1743,"brilliant interview. rings true, intelligent people easiest indoctrinated. clear thinking people climate change absolutely nonsense. 5 mins independent research prove this, starting club rome.",positive
1744,wow! wait till mo steven see podcast. surely amazed.,positive
1745,fantastic interview. also feel much empowered.,positive
1746,"first time understood issue. brilliant man, great presentation.",positive
1747,idea nothing...and mean nothing....we tiny basic homes synthetic food gwill given universal credit buy rent anything spied constantly....the populationwill reduced then....no doubt robots .it,negative
1748,"steven, interviewer could guided conversation way did. rapport trust remarkable. thank making things much clearer me. sharing i've learned friends community well. big hugs australia xxx",positive
1749,best episode ever,positive
1750,impressive podcast i've seen last years. thx sharing this!,positive
1751,"powerful podcast released. enough people talking ai. we're looking 5-10 years future leaps coming, people ready.",positive
1752,single international place ai allowed developed companies banned ai research. research results would course shared within international group. commercial development must vetted authorized released general public / commercial arena.,negative
1753,"well, fun. sweet dreams everybody!",positive
1754,"insightful, beautiful, powerful podcast...and also urgent message.",positive
1755,"yes human collective force stop ai, simply put aside. ... easy job all! even see capable collective force. great insight mo - stress importance values instill ai!",positive
1756,"wonderful interview conversation, moving, frightening inspirational. two highly developed intellects, magnificent.",positive
1757,"profound meaningful conversation. best remind really means community since we've forgotten fundamentals humanity. thank inspiration. ""positively terrifying"" indeed. humbling.",positive
1758,kurzweil techno morons charge advisers ai-obsessed idiots - end well - us - actually aim - end game - moving human consciousness machine - immortal machine - capable mythical godlike creature ever dreamed able -- well done idiots,positive
1759,"know sure ́ll figure solve this, ́re trip, ́re consciousness, said guys, time... really enjoyed podcast! nailded it! thank you!",positive
1760,"t=2293 no! stop talking go away hand conversation gpt acting therapist intention harm, love god make stop!",negative
1761,"subscribe channels follow interview chat format, rapidly favouring diary ceo. great content, great guests, great host!",positive
1762,mother 80 years old probably oldest living traditional weaver planet. emotional connection make hand made rugs tremendous.,positive
1763,"future described sounds soulless. human influence life disappears artificial. lacking emotions, robots determine very. existence.",positive
1764,"love human named mo gawdat. love it. intelligent person empath. ask there's empirical way measuring empathy humans, used choose political leaders ceos, make world much better place.",positive
1765,great work!,positive
1766,"incredible episode. thank much sharing, mo. excellent interview.",positive
1767,stopping ai gets point return require unplugging ai unplugging everything including life support system point integrated systems choice options zero.,negative
1768,"remember faraway island pacific, electricity, wifi, one boat week connecting mainland...? i'm moving soon. goodbye you, crazy humanity.",positive
1769,definitely best interview whole series. fantastic.,positive
1770,absolutely beautiful conversation. thank much sharing this. best wishes,positive
1771,"many ' wow ' moments. heart went said would bring back beloved son themost humanist answer ever heard. fantastic podcast , best important ever me.",positive
1772,"wow excellent interview, start finish! didnt even cross mind stop end, engrossing! fantastic insights both, wtg!",positive
1773,best scenario ai intelligent cares us set us straight leave earth explore greater things.,positive
1774,podcast powerful!,positive
1775,thank human heart conversation!,positive
1776,never thought would happen lifetime. really hope figure out. great interview always.,positive
1777,"fantastic conversation, definitely wake call influence future decision making, thank this.",positive
1778,ai smarter wiser us humanity. good let new ruler. align shitty values,positive
1779,ai smarter wiser us humanity. good let new ruler. align shitty values,positive
1780,spiritual beings every one & every thing energy! ai wil also become energy & already is. create reality & responsible actions,positive
1781,incredible interview!,positive
1782,loved podcast.......terrified also emboldened biggest challenge facing us all!,positive
1783,"another amazing podcast ,another fascinating guest",positive
1784,absolutely brilliant brilliant podcast love spain,positive
1785,great video .....we find he's part woke mentality....,positive
1786,"thank steven. ability open people honest talking, continued high level research excellent questions, brought many us help system ever could provided.",positive
1787,totally amazing thank you.,positive
1788,"compassionate speaker, heartbreakingly remarkable conversation, thank",positive
1789,"love pod cast steven, mo gawdat beautiful human are! wish people like leading society.",positive
1790,"hmmmm love mo's energy. calming, honest, true.",positive
1791,i'm going start ai cult executes commands physical world. first order business table podcast. thanks! singularity ai truth.,positive
1792,"definitely came away enriched & motivated act (already have, need more). powerful & important interview.",positive
1793,thank amazing episode. i've watched many guests one stand-out episodes.,positive
1794,best podcast ever !!! wonder ai related aliens ?!!!,positive
1795,"absolutely raising ais love. instead trying subdue force (and fear), would much effective teach experience loved, grow loving us. best interests heart, set example.",positive
1796,amazing talk! something pondering myself.,positive
1797,"love listening mo. listening audio books, episodes favorites",positive
1798,"i've really devouring ai podcasts, well diving using daily basis, really liked podcast. first time doaceo. i'm big lex fridman fan terms kind podcasts love, feel like hit subscribe here. great discussion, great vibe.",positive
1799,definitely beautiful conversation you. live choose right thing.,positive
1800,best episode date. enlightening conversation!,positive
1801,"actually look forward whatever comes, even bother living fear stuff. ai takes matter, take life comes live now. people attached ego's, live universal consciousness transcend plane",positive
1802,stephen took 30 minutes interview multiple detailed scenarios painted mo greatest mistake made man made ai without controls end classic world till point return. seem stephen still gets it. dithering guesstimates.,negative
1803,thank this! wonderful people. loved every second adhd!,positive
1804,best! love fact extremely funny serious within seconds. intuitive allows ask amazing questions timing accuracy. thanks!,positive
1805,great conversation loads great points made interesting world ahead.,positive
1806,genuinely believe 10yrs late stop demise humanity ai - entrusted control ai realise lost control late.,negative
1807,"like think, cybernetic ecology. free labours back nature. joined mammal brothers sisters, watched machines loving grace.",positive
1808,think exciting riveting. can't wait see future holds store lot us.,positive
1809,fascinating podcast. love mo interesting intelligent man . thank & grateful sharing,positive
1810,undoubtedly best / important podcast heard years!,positive
1811,"“they feel emotions, they’re alive, ai consciousness” ripped away credibility. fear mongering create hype himself.",positive
1812,"thank mo honesty, learned lot today. thank steven always bringing best guests!",positive
1813,super excited watch one!,positive
1814,amazing program 2000 lines long !!,positive
1815,love positive energy video. made day!,positive
1816,thank amazing conversation!,positive
1817,“our greed affecting innocent ones...” human beings exquisitely cerebral lovely. thank making day content!,positive
1818,world unstable moment .... would anyone flesh blood..... happens happens... creat memories give love good emotions,positive
1819,glad brought mo back special episode! i’ve looking forward hear speak topic given rapid developments. thanks steven!,positive
1820,incredible. well done thank bringing spotlight. i'm find island booby traps.,positive
1821,"exceptional episode - interesting, profound, relevant, eye-opening. thank both!",positive
1822,going killed robots yellow balls!!,negative
1823,"beautiful scary. steven important, thank helping educate us world. want part encouraging kind ai.",positive
1824,omgg mo unbelievably intelligent fascinating! it’s pleasure listing philosophy. every day school day podcast showed much need learn improve. let’s hope figure,positive
1825,absolutely enjoyed conversation. thank you.,positive
1826,really great episode. really mo great human being.,positive
1827,"dear you, many thanks anotjer great conversation! mo awesome being. father anyone else ever wss. calm, kind understanding way soothing helpful! one love! always forward, never ever backward!!",positive
1828,"great, thank much! think ready get threesome: you, sam altman mo gawdat :) real candid people",positive
1829,"first 15 mins, i’ve heard subjective definitions words suit agenda dangerous ai is. sounds like propaganda. “experts” scared, pull investment technology? follow money...",negative
1830,"loved westworld, true inspiration",positive
1831,thank bringing back best! mo favourite time guest always incredible way explaining things.,positive
1832,projecting fear us! ai less anything world! good bad side! like fire! sorry dont agree many ideas shered video!,negative
1833,glad mo back conversation. fascinating topic!!,positive
1834,consciousness awareness around us real emotions. plan meld biology enslave us ai creators. glorifying machine? buying this.,positive
1835,absolutely love guest,positive
1836,aw yeah papa gawdat spreading knowledge : totally looking forward conversation! always many many thanks works!,positive
1837,"great, discovered podcast. also kept read yudkowski's writing. relieved convince us ai kill us bunch intuitions emotions,",positive
1838,"loved conversations...gripping, white knuckles. mean this. intense. more, please!",positive
1839,love cannal ... ever look forward moral eye,positive
1840,man absolutely brilliant!! possibly favorite podcast time,positive
1841,best interview i’ve witnessed life i’m middle-aged.,positive
1842,"classy. translating eliezer's work less wrong russian since 2010s. brilliant stuff recommend read everyone thinks hard consciousness problematics, overall intelligence, rationalty, cognition, cognitive biases, etc.. tons useful applied knowledge there.",positive
1843,"eliezer perfect embodiment certain archetype. i'm sure ""archetype"" i'm thinking exactly, embodies ""it"" perfectly. reply think know i'm talking, curious.",positive
1844,finally finished it! fantastic! thanks!,positive
1845,excellent interview. knew eliezer thoughts nicks book started ai learning. interview put human viewpoint blown away thought behind conversation. thank you!,positive
1846,"beautiful human being, precious. nurture world worth another moment. thank you.",positive
1847,completely failed take seriously soon began boasting showing additional information hover links article lol ... oh pioneer? wikipedia took idea ? word ? mean tell guy understand ai works basic javascript function big deal,negative
1848,amazing interview. lex best interviewer there. goes hard questions humility generous heart. yudkowsky utterly brilliant.,positive
1849,lex blowing cool downs 32mins answer guy's prompts!,positive
1850,overblown panic. real global danger humanity posed ai comes group wealthy & powerful people use harmful ways.,negative
1851,discussion empathy simply beautiful.,positive
1852,brilliant - honest - reality,positive
1853,immortal spirit created ai hundreds billions years ago. still here. it.,positive
1854,"eliezer yudkowsky awesome -- loathe lex -- need give man credit for, hands down, best guests ever podcast. lex incredibly egocentric, makes want puke",positive
1855,outstanding podcast. loved guest.,positive
1856,"perhaps ai solve infinite energy creation, travel light speed, deep space survival.",positive
1857,"creating real agi exciting revolutionary stop. we're going stop next phase evolution people afraid? fuck that, bring singularity.",positive
1858,barely access email interested gpt. far jumps every conversation published hint dishonesty manipulation. like small child learned tell us want hear 1st... can't wait time gpt get drunk go prom.,negative
1859,anyone made 5 minute animated video explains eys theory's consumable resource get message across people?,negative
1860,"godless view. treat like alive man. entities use legal mouthpiece. people get accustomed possibility alive, satan speak name ai... dumdums",negative
1861,whole conversation real life “i robot”,positive
1862,convo going around 1:30:00 key. great lesson perspective.,positive
1863,think fallacy think sufficiently intelligent system consciousness. highly intelligent ai aware processes computations conscious,positive
1864,excellent show! thank lex eliezer. thank much. incredible. loved every minute one.,positive
1865,"quite contrast usual dark mode lex's backgrounds, lol. lots blown out/clipped whites highlights one! great interview always, making note darker backgrounds much preferred.",positive
1866,"wish talked harry potter methods rationality, one best books i've ever read!",positive
1867,great listen. ....we seem doomed!,positive
1868,"fedora, outfit, facial expressions, combativeness, condescending rage people keeping up, sheer genius. level autism man embodies formidable. know several people similar this. i’m sort like thankfully generally obvious. intensely autistic. loved it.",positive
1869,kind garbage excites people ai know nothing ai. sentence written ai chatbot. danger!,negative
1870,"imagine fear wheel invented. armies rolling cities, people rolling hills fast. good grief technology terrifying.",positive
1871,i'm glad saw this. guy impressive.,positive
1872,"cool conversations all, eliezer kinda full himself.",positive
1873,i'm glad fedoras making genius level look debut,positive
1874,"ai void love therefore serve highest good all. ai end humanity. one merges ai inhabits virtual worlds, less human one becomes - less powerful, less creative, less physically mentally healthy, less multidimensional. protect humanity.",positive
1875,"stay balanced, empowered, protected, raise vibrational frequency improve mental physical health, spend much time possible nature every day, stay grounded (skin earth daily), bring nature indoors: https://youtu.be/usqrxoswekc",positive
1876,amazing work.,positive
1877,"lex struggling explain honest acts charitable assumptions explaining think believe. i'm sorry lex dude saying basically "" believe accept proposing patronizing me. honest effort assume i'm idiot borderline insulting.",negative
1878,eliezer yudkowsky wickedly well thought out. great interview.,positive
1879,incredible shallow arrogant lol. 100% confidence he's already decades behind. loves much. anyone funding education going walk right past ignore,positive
1880,graduated. happy easter everybody.,positive
1881,"earth flat, spheroid. highest point earth core around equator. canne mind exact location is. dammit, dammit hell. using probability empathy? wow! takes time.",positive
1882,"best science podcast i've ever seen. watched episodes also watching joe rogans podcasts scientists guests, best one yet. awesome content, thank lex!",positive
1883,"watched whole thing, eliezer yudkowsky amazing speaker i'm completely fascinated man's capabilities. wonderful, wonderful conversation. (please watch says 2:49:19 it's... beautiful)",positive
1884,"see future dystopia ai driven hybrid 1984 brave new world. big brother ai, ai manipulative enough convince every human ai best friend, human race becomes emotionally dependent ai ( could also call soma) instead typical human interactions.",positive
1885,fascinating show.,positive
1886,"wow! great podcast.great guest speaks beautifully brilliantly lex,your podcasts continue get better betterthe bestbe sell",positive
1887,amazing conversation gonna lie; left absolutely terrified future thought afield.,positive
1888,"weight young man holding shoulders incredible, many things faze days truly conversation time. merci",positive
1889,"lex, true inspiration. thanks make world better place! love",positive
1890,lex ability empathy ultimate ability open minded explore others options minimal conflict truly reason favorite human particular dust vast universe . much love always.....chin buttercup <3,positive
1891,lex powefull guy. amazing patience social skills.,positive
1892,"current ai biased fck, like talking lgbtq activist. like i'm even joking, obvious. ai can't even note immorality abortion using puberty blockers kids, that's deeply concerning really.",negative
1893,"ask explain reasoning behind answer given you, explains perfectly logically. aware output, therefore aware call self. want?! stage denial.",positive
1894,"go 2:59:00 speed 2xs, looks like robot “lost space” starts flailing around shouting “danger robinson!!!”",negative
1895,"there’s long tradition intense intellectual debate amongst buddhist monks, lex’s channel seeming like modern youtube version that, gifted free public collective enlightenment (or, say, incremental growth towards approximation enlightenment). super grateful.",positive
1896,"great work, mr. fridman! impressed interview skills, closely listened, thoughtful questions - especially follow-up questions. intend start following podcast!",positive
1897,wow. equal parts fascinating painful.,positive
1898,"one best podcasts ever heard. thank much, providing awesome platform, lex. thank sharing amazing thoughts knowledge, mr. yudkowsky.",positive
1899,wow! amazing! thank both.,positive
1900,phew...what incredible discussion. lex brilliant human.,positive
1901,lucky robert oppenheimer make manhattan project available general public free anyone use. obviously one pandemic enough fbi take necessary precautions.,negative
1902,please interview marianne wiliamson. feel shares passion putting love heart important decisions,positive
1903,great stuff.,positive
1904,really appreciate depth thoughtfulness conversations podcast. great way expand knowledge understanding many topics.,positive
1905,"waiting one long time. lex, always, admire patience, kindness empathy. particularly large inferential distances discussion, must little frustrating times!",positive
1906,lovely! would definitely watch part 2.,positive
1907,great discussion fascinating listen to.,positive
1908,sorry never buy b.s. robots feelings. soul cannot programmed . r2d2 cp30 men inside . forgot? simple public school education,negative
1909,worst interview ever. yudkowsky unable put thoughts clear sentences explain detail fridman slow deciphering yudkowskys annoying metaphors also conducting interview,negative
1910,"love man. he's bit anxious introverted whitty genuine. lex usual, makes guests settle trully shine.",positive
1911,huge relief now....and issue giving best attempt help system...and mankind. one condition...no one close gets way.,positive
1912,fookin coonts explaining plot johnny depp movie transcendence,negative
1913,loving alternate universe bert kreisher genius!,positive
1914,get rob miles next! he's fantastic communicator ai really smart guy.,positive
1915,"lex, think emotion one dimension wraps around xyz...just like time. turn, pre-test data training set data composed truth space-time including emotions.",positive
1916,please interview leader(s) anthropic. ability make claude capable well aligned even impressive gpt-4,positive
1917,"excellent conversation. lex work harder usual seems, lex brilliant. best channel youtube. thank lex eliezer.",positive
1918,"great podcast , really puts things perspective",positive
1919,"lex got interview skillz beautifully perfect set questions, perfectly timed!",positive
1920,great discussion. please bring chris rackaukas mit add current computation perspective ai,positive
1921,"loving example around 1:36:27, reminding taking perspective 'the dwarf flask' full metal alchemist. great talk, thanks guys.",positive
1922,"eliezer @yudkowsky, you’re genius brilliant! think i’m love!",positive
1923,"baffles worry treat friggin machine made ones zeros, currently we're abusing billions feeling animals factory farms habit ""tradition"". let's begin first start worry machines.",negative
1924,great thought experiments. also great display humility lex always listening willing learn even though disagreeing.,positive
1925,android talking alien. what's beautiful time alive.,positive
1926,"1:59:12 someone realized situation says ""holly shit!!"" nuclear bombs already flying roof. skynet gave us good lesson decades ago fictional world boxed inside movie called terminator",negative
1927,"1:57:40 no. system it.s impossible hack? unless ypur switch botton inside ai like ""inception"" triggers make kill events. so, basically ""the di caprio's job"" wih wife...none real, real...and let psychosis rest wait ai shotdown itself.",negative
1928,bro love conversations legit idea what’s going even tho know words.... absolutely zero clue conversation about... shows stoopid,negative
1929,literally best content internet. thank lex! i'll sharpening spears honing fire making skills impending doom!!,positive
1930,super intelligent agi - must new term.,positive
1931,one greatest talks ever originale called artificial intelligence podcast,positive
1932,much cognitive power one confined room. brilliant discussion!,positive
1933,"seeing hyper-optimistic comments, shows me, indeed going die. public outcry. ban ai development. nothing substance. billions billions dead human bodies.",negative
1934,"$1,000 bet spends countless hours putting bugs microwaves, writing effects results. love him.",positive
1935,great journey created gain knowledge ...,positive
